"Time","Input_1","Input_2","Input_3","Input_4","Input_5","Input_6","Input_7","Input_8","Input_9","Input_10"
"1","0.0","0.0","0.0","7.655879735389556","0.0","0.0","8.538955880262655","6.4878959810400545","4.017501475783698","0.0"
"2","0.0","0.0","0.0","25.925864098564126","0.0","0.0","26.42122559882816","25.282908483099387","24.219712926479172","0.0"
"3","0.0","0.0","0.0","27.513744898043793","0.0","0.0","25.587271742231337","26.556590951808364","27.252449772290362","0.0"
"4","0.0","0.0","0.0","30.333093843132172","3.380201272881883","0.0","22.260333382780296","26.03953621807421","28.86516290110685","0.0"
"5","10.666788945300931","0.0","3.2906235206209256","42.056961706740275","14.27406947657434","0.0","25.788960661750142","31.63105131806474","41.05977695933415","0.0"
"6","15.215517488506375","0.0","12.087097532175626","53.05483860832914","14.475197560549848","0.0","29.760914060136074","41.02172067878215","47.30683332619963","0.0"
"7","15.934994004215485","8.332800783427338","15.26540415323375","38.56639830795118","14.99462679825622","1.1934363215988586","28.676290350884706","38.65488350345969","31.662173291158922","0.0"
"8","14.454815480179347","9.426640534868755","12.410639877544417","30.83516890256123","12.882678287423397","7.70881860729812","27.72966247210726","29.567743951744163","29.64424145626444","0.0"
"9","12.349035415330363","8.706037047960155","10.924728582581192","31.413655240869907","11.970513997919328","6.353813908446003","27.597858807462178","30.41217000174708","28.997681242675682","0.0"
"10","13.453298242266502","8.546738859006544","11.278051067069928","31.900497842359457","12.160626401116058","6.405389624345766","29.16543482072509","30.44434275075296","29.49776234899568","0.0"
"11","14.334551416941425","8.73284451335665","11.52096272997921","33.7199713948374","12.76993986496483","7.201419962436087","29.154795997906902","30.88919295613517","30.041215814648048","0.0"
"12","14.182841821926921","8.47223919900797","11.507466242917648","34.085352766156184","13.587655468076754","7.282668672247889","29.31705589554413","31.039521749749614","30.528610703595604","0.0"
"13","13.88376678797213","8.96467123058774","11.537423033441021","33.88988785825887","14.271492262319816","7.12845540546874","29.793825639246347","30.965207635823987","30.562742929949703","0.0"
"14","13.015394369938686","9.04592024124257","10.76674647208633","34.00153332215735","13.476964447413897","5.868288054169276","30.387402809375498","30.93642762212649","31.013150374977656","0.0"
"15","13.649431653827797","9.14563975166441","10.761611500635166","34.461798009638","14.518003869009968","7.0560719198996065","29.818634489901754","31.151526662386836","31.999784983482236","0.0"
"16","14.42318904022172","8.893814844239735","12.545522189937895","34.013224668471864","14.79409298458184","8.454209393284486","29.956527102858445","31.526881250851943","31.010921761600336","0.0"
"17","14.987438753088938","8.833639479080611","12.486178224022524","29.177656732507078","14.743689007236583","8.141582190782463","30.462225677190848","29.66987908161549","26.42183070799383","0.0"
"18","13.708041688404581","9.122796679602395","11.463447353517013","30.696205707403525","13.651402295681914","6.2203085678168435","30.907504024156594","26.041695335909385","29.58147827848255","0.0"
"19","13.130122589709812","9.538384529264702","12.253554363164636","33.70964493429491","14.153964191432808","7.088979408592891","29.727432485333182","30.732630313580152","31.52540399697923","0.0"
"20","14.335318215440381","9.692242708585626","12.936248939431938","35.75376131706642","14.960920189221563","8.542879379889051","30.316898614206266","31.51516102356711","32.9562475650993","0.0"
"21","15.305700846567426","10.180717120335984","12.994655361857303","36.76749137295454","15.390505894597101","8.643389293546875","29.76827831771801","32.32492300383899","34.40641307923831","0.0"
"22","16.205641929534526","11.059482174332032","14.39828550326912","36.810262330394494","14.98660495042004","9.03597516616698","30.830266877798252","32.732514466534376","34.95368575683728","0.0"
"23","16.20079972592858","12.19577472251458","14.630292920040638","36.322244285987914","14.793196027029268","9.411428274858984","31.02243417060784","32.29239823593921","34.42036432873841","0.0"
