"Time","Order_1","Order_2","Order_3","Order_4","Order_5","Order_6","Order_7","Order_8","Order_9","Order_10"
"1","1.28535544093276","0.38765303787754624","0.6886431260844781","3.2995204769197275","0.4073494525785788","0.0","0.0","3.3047319366702026","5.95116393949285","300.0"
"2","3.732577448239465","2.727072506168175","3.048615437438839","5.856613990859532","2.7424790167676245","2.326174307353348","2.326174307353348","6.060180702099978","9.024998397720292","300.0"
"3","1.7896880143254148","0.5338325305050633","0.9150688361210693","9.720403317867921","0.5016809249748608","6.12302632652892e-2","6.914032327898212","12.55278890393588","11.827168182466444","303.89561207450134"
"4","1.9965825802713049","0.5639493546945799","0.8853263061770582","24.602821688184736","0.49857104351017323","6.1031363690226256e-2","23.522376257727203","24.89690553097226","24.119912890184043","314.1160025323355"
"5","2.9482916393045073","0.6458250399685023","1.0102760772216801","38.01875851965454","0.7095193149562125","0.2416673662391667","25.798361443113908","34.87688913712899","43.433875513453295","331.75288996175567"
"6","3.745579284941189","0.6758444682189579","1.5051821016857272","50.26296635134769","0.8194091896003495","0.39547477852804547","27.50365532834263","42.53979982273283","55.03756108302292","357.67548191041266"
"7","4.273879058410402","0.7012282218352069","2.0094542849123007","52.94826682968268","1.1626336351615025","0.4875424014635875","27.966372518415227","43.87634246911829","48.1363673833565","336.87493087732963"
"8","8.777988201270944","0.8086927039041445","2.081537687938641","35.861978638497156","8.759476664930016","0.5395916808206538","26.078511339625116","35.713762122152154","31.17913984268582","300.73723503951487"
"9","10.56318900273105","0.8979321568345152","2.5329183241203683","31.2881529853332","9.088485743929027","0.548936992287206","23.92868226023687","30.435020116449365","33.18460918773573","300.0488130328246"
"10","9.403984716175923","0.8908141735186506","4.622016868594935","32.875529847677385","9.552519337747942","0.5387556837054861","26.938784869139884","31.75467476336939","34.10099100590117","300.0"
"11","10.892320643965142","0.9034974044653438","8.65792871902829","33.877774027886765","11.082749431505473","0.5304293375881626","29.509714883420166","31.7468087548548","34.48288620334139","300.0"
"12","13.325933335568674","2.118763001412683","9.065543196060068","35.65934708450829","11.691728413763482","0.5280008077125622","29.411058642774343","32.18870702069219","34.81938694172281","300.0"
"13","13.012163189411792","3.4543695617403944","10.731554672622305","35.84997287568217","12.247619375532707","0.5119491205527508","29.61074337332208","32.227392270042124","34.88351469699682","300.0"
"14","12.45035386691678","4.9430947573444515","11.23574894961581","35.35062301105666","12.858837912403793","1.3396155845060638","30.19140484946878","32.03180824087663","34.55906722515323","300.0"
"15","11.139121797142725","6.8419293345860535","9.723299612770493","35.505182788532075","11.336105366711346","1.174532851602608","30.7299092805202","31.936346208196557","34.926854208135744","300.0"
"16","12.76329880165228","7.741198930276494","9.249181259345182","36.53366499087335","13.213865630666453","1.6873593684602968","29.8274425190465","32.33825572319166","36.21128653990852","300.0"
"17","13.546638057198514","7.714037555808212","12.090075598501322","35.06070417545769","13.613364054499293","3.3649097368949716","29.800195278577064","32.94082770753997","34.161465929861244","300.1671863498091"
"18","15.056447548703503","7.485079708932309","12.070058283715248","25.650275685280917","13.659199925273828","3.3428593106626527","31.298182875415588","29.66066100329454","25.022714072614725","300.46185305041956"
"19","14.436895492097063","8.04600453976367","10.788204494370797","28.751794320351912","12.215041285496705","3.7738240784285066","30.632745785051636","22.560467720873895","30.359521284683492","299.99999999999994"
"20","14.299543945855293","8.53916758377858","11.704698261159821","34.374219960847746","12.858705102228008","6.187310008768285","29.829379484701402","31.483295475173655","33.78233588878676","301.816263443568"
"21","15.372707839378215","9.77434622981878","12.610568077268473","36.97746671022403","13.79417736123332","8.249676168343765","32.07113566219799","33.362409984948975","35.947404343812146","307.6402667264681"
"22","16.86050706317249","11.391445861837084","14.767723746222918","40.057008729838294","14.735094800694123","9.5209640664474","34.417781241670106","36.341331187317294","38.73221211898308","313.25596671198"
"23","20.16019255112065","13.363390584233526","17.337553700226565","45.790709331076016","16.93608750992196","11.182211758674555","36.46257336773621","39.97978934151581","41.58140713378074","321.5429732430133"
"24","24.136691709385147","14.874374307052037","21.166414775032933","52.16105221601407","20.844459517392878","14.9949360950296","40.86169639607597","43.478770553889646","44.19271444536332","330.3226201991765"
"25","29.530396007348592","16.602352981904644","24.76984850707825","63.20853024011594","28.725792837669292","20.92872114445858","45.917388165220956","50.1774990519518","49.873612311007314","347.5042605855622"
"26","36.9585169673509","17.856121789934484","28.180420187839722","74.88228213897689","38.88976047912297","29.122849979552615","52.32083244678047","59.46748023108515","56.428844584433136","370.25295298590805"
"27","36.505411625880676","16.717152925947463","24.881419978500578","68.46154483795814","38.236834476518766","29.82127880115403","48.65060928628909","56.22757378698352","54.994048745855565","354.5453635411093"
"28","22.296171450063667","12.197262601219593","14.218805763792199","35.95750303721471","17.200556637082727","14.753939945674071","34.540181028996756","33.90569683504367","38.54047785379615","302.2735446694979"
"29","18.721572097534285","14.823806028023812","15.943509528089441","40.217760306405424","13.519213915425006","6.3473754351524185","31.065149129838126","35.517312262198004","38.77591585554651","300.0"
"30","19.158171121397118","9.932401796049396","13.784404568916209","39.26856264381507","15.617774682682679","9.477514957956906","31.200974571219298","35.00418733943312","37.53005777512894","300.0"
"31","18.491190837697406","10.526223376657004","13.81285808556823","38.677944758286465","15.155609014589135","9.20127408779318","30.905633023481617","34.69450917488745","36.98063026486535","300.0"
"32","18.707605532081793","10.652397780646787","13.881663205863587","38.93345825180838","15.222345410912181","9.378924407776923","31.006063747275654","34.629057904877335","37.42533516342147","300.0"
"33","18.81331225564774","10.890071385153703","14.244816487534212","39.32291672828538","15.341838730836953","9.775563001210715","31.12362908917685","35.02426334602237","37.70575963131371","300.0"
"34","19.24028839234818","11.001360363329269","14.422522836542981","39.60928755645112","15.476077481103836","9.950576354520162","31.27386453366215","35.284049124078415","37.745814439684096","300.0"
"35","19.320805102867347","10.760658191311515","14.140699594050146","39.64100535558721","15.600592427333016","10.041823975122641","31.303703427326592","35.29438564909618","37.76933608084109","300.0"
"36","18.927775554312745","10.391325519112275","13.60338036835954","39.01092156127455","15.096554888037726","9.285794517363385","30.599105866636542","34.76687458909099","37.72418265714304","300.0"
"37","16.867789785578776","10.353959313670536","12.019785075752447","36.073751422768936","12.098055114369684","5.993986023059737","28.48456378280138","32.30710735056503","37.114357320012786","300.0"
"38","10.946103891987","9.09856104802454","8.64866093486766","27.16024226206868","4.322936769066581","0.7336790793849295","22.256607214449975","25.124239034045097","32.322759190834944","300.0"
"39","4.917061536759117","7.499336329226533","8.181607958371346","20.170648481957315","0.987749343940408","0.47337053828545894","15.941983229603856","21.307908853623","23.67050383268898","300.0"
"40","14.853389898400756","4.613504722620216","10.061732849178599","34.388237380975525","9.686199012958259","0.5066414579998458","28.405795153375184","31.292347508267945","32.69117503851065","300.0"
"41","15.354801287959313","9.575592605678311","11.71703387178996","35.17013561604826","12.65609157995115","3.154518949527503","28.976625451013778","32.0805725919398","33.90856191464526","300.0"
"42","15.879400161632176","9.696962136073072","12.475136047427897","36.08248084519153","13.560599138608547","8.372622466099164","29.967518828542087","32.539740230799914","34.317063714008604","300.0"
"43","16.253104567318243","10.236626762498865","13.022480098648446","36.66159364553944","14.086727722178278","8.793504064813964","30.754094341918996","32.99507970310822","34.732727379296","300.0"
"44","16.403484141280448","10.431303634173709","13.23002911605663","36.899956720208664","14.318705948533266","9.056015333170164","31.038108056883736","33.195836502216125","34.8815573025593","300.1401364112102"
"45","16.35544375532619","10.506582265478226","13.283921126115793","36.93663580534053","14.376156896350668","9.140009564172825","31.19599918222449","33.338967641126914","34.997268182004774","300.6362408432954"
"46","16.24905115449598","10.503343381555498","13.381639384597372","36.855289597608326","14.34648815599242","9.135245506509618","31.228067786136343","33.32468082159815","35.12976850081696","301.08214135188575"
"47","16.12138515678432","10.496234245246594","13.494352445196933","36.78740315753041","14.33042063146198","9.12993573608472","31.252143286206145","33.29102783651506","35.28609101014419","301.424087819241"
"48","16.130213148380758","10.578225781482505","13.592489242369457","36.86314680019698","14.42267256168549","9.225568535045669","31.36163202644906","33.36307520131597","35.566708300467006","301.6677244962454"
"49","16.623573965543905","10.828094388687525","13.946348103004478","37.41397859242107","14.76992600625008","9.631679950765387","31.654005929311968","33.724544879842185","36.02971659238505","301.7095625953155"
"50","16.705848022754225","10.677220961854056","13.917908325445762","37.66883845186787","14.833782827990916","9.559260601182508","31.446456096526752","33.90733707522589","36.18337434210555","301.56252390317417"
"51","13.234301020503796","8.811598519271056","11.414007777598417","33.89924015947612","12.35653717083481","5.854749275821353","29.88404510823287","30.907576589815566","33.98812188782146","301.16911890132553"
"52","15.231923813956888","9.627628850944582","12.22184411303923","35.4874145587626","13.148273247135043","7.950450709307036","29.490604844948134","32.31039781477923","33.94144835787312","301.01189270322305"
"53","15.988310340872319","10.126386858985944","13.053430630873235","36.68011054000501","14.004156433039094","8.85072696765229","31.046749764704966","33.47021106197838","35.06224667415111","303.8389950115876"
"54","16.541193235736316","10.578305728425518","13.605415944156913","37.885622803784784","14.618623027759565","9.331077020833831","31.887623206001773","35.082903388051925","36.20704243966676","307.0137158206678"
"55","17.331394450501946","10.751400008891238","13.891788395639002","39.25717458997294","15.016777295435093","9.676693171224189","32.131577375265614","35.95741306490661","37.144928389547196","308.3600633149887"
"56","18.08505900872205","10.860740680652555","14.225104800298157","39.680377091367106","15.275964088067406","10.006385325735698","32.21173042855663","35.43297277231654","37.22502970766638","307.6878926470469"
"57","17.680203047935443","11.001382603268633","14.40294866308814","38.636545865495165","15.139864768121413","10.059451336056348","32.319640661275905","34.276793282151345","36.49844705462459","305.03928856945066"
"58","16.525868937396428","11.006046250232616","14.121984634864953","37.394452828009705","14.941763203275137","9.836837204427992","31.673116833763522","33.67957383272581","35.77245550002537","302.5347627459671"
"59","16.346447235480362","10.739820389739755","13.68938101045966","37.34225545137699","14.760801785651603","9.63409947142492","31.499082481541524","33.70728905692088","35.67164207602431","301.5548576131215"
"60","16.550577927336917","10.581391124767208","13.65829864346132","37.401743246344246","14.690367057068661","9.493076817377554","31.467695741755634","33.64700890513799","35.64424480092893","301.27525012272463"
"61","16.522698089559615","10.607276381654614","13.666757581560354","37.39233112004562","14.62575139873629","9.427674226134826","31.41094576636272","33.67688197050075","35.6151842217315","301.25923653060335"
"62","16.507434249468083","10.597561571894854","13.647765512430725","37.37870503034187","14.612069319007722","9.400371569665065","31.407816013832587","33.69532319452337","35.632131229959754","301.29841525562875"
"63","16.211236086565965","10.360046894753383","13.416037309461434","36.88801306770141","14.209954953191126","8.97132298968705","30.928358195493956","33.29536609630773","35.33583834245404","301.3183857686296"
"64","16.209046981813724","10.347235579107565","13.358044983234619","36.977606089122354","14.248365651611353","9.000262483809665","31.086506406177637","33.47387039739868","35.067713441947475","301.4374193806682"
"65","16.35360628410192","10.499704037131877","13.490736426227514","37.24207597403155","14.433677915344845","9.232538888439741","31.338514394600455","33.655249965778566","35.58556336346708","301.90244143226516"
"66","16.381762721522954","10.578733200425413","13.60306602248271","37.02046887497989","14.557643973027796","9.403492316420836","31.490379442317398","33.28773191108168","35.437645825402136","302.261297193714"
"67","15.814917701006252","10.60252679884448","13.584161411312905","36.382900930083366","14.548354190706856","9.320950173047427","31.593982942836885","33.107157617949106","35.020110794166044","303.0417646775543"
"68","15.098630049650582","10.513904167110647","13.273772475695463","36.0637805667218","14.428775519103711","9.13818964262509","31.44391946183758","33.49180081662326","35.002750643036286","304.5828502421483"
"69","15.926780594109973","10.275855800154355","13.067858076709726","37.01361157970936","14.428744755556249","9.117993673740674","31.68663767154511","34.39982420534935","35.667537845492674","306.7887923967331"
"70","17.460841068894144","10.489109779784414","13.734351303281034","39.2520093253137","14.91575561859584","9.311367039355476","32.02357913492223","35.33073735792558","36.83161545319704","309.6056485448737"
"71","18.70413331979936","10.951208300498442","14.603543380011603","40.583482573868906","15.302840999797386","9.870451434691862","33.001078104997006","35.71743059476024","37.433791517177816","311.3465720601252"
"72","18.258338117623413","11.849378439727683","15.385043795577403","40.20612407961983","16.080463422837557","10.55406729393351","34.05569026338188","35.503289641930415","37.511312831586274","310.52394162673585"
"73","17.259235240214657","12.60391282155272","15.588268784487342","40.27618752723695","17.10566917967139","11.74662004852863","34.416450851467296","35.48564291039241","37.987439986643196","309.52436793685536"
"74","17.19464279478821","12.93598021682332","15.525667848714932","40.95583092152627","18.183375724910178","13.180651100695579","34.5402119689175","35.56389410430649","38.42019256203569","308.3684862341085"
"75","17.13996529482892","12.19455809259298","14.587483022107827","38.86321020091847","17.41105294340197","13.122635697559874","32.57674520859948","34.55503149372029","37.06778716304386","304.8431031604965"
"76","16.77408680609005","10.539277943502896","13.66075350963902","36.367894139370435","14.435217061224359","10.012354474746072","31.434153970614084","33.5017990596314","34.985166107013605","303.4780780925575"
"77","16.636005191709877","10.577008252159303","13.796295611468603","37.412452880382446","14.369315973651283","8.491810286153665","31.538021886426865","33.65349924849642","35.63519800157585","302.2920157542962"
"78","16.42321206953773","10.665462627974897","13.664642536633394","37.258237644464046","14.706963073187804","9.510315890473946","31.295683995103822","33.57411670634328","35.53527658201345","301.64820072869213"
"79","16.46479946430745","10.692197314014505","13.695414593358489","37.322108095148685","14.699432323749457","9.514746528271584","31.41306110036499","33.759846423531606","35.6815599643915","301.62975744415974"
"80","16.446852371840663","10.686640169482649","13.67280348566231","37.4181687090732","14.684020516864106","9.522461024972653","31.407049116841204","33.80905838751658","35.76048929829687","301.66838619147836"
"81","16.506703252522104","10.678253907162071","13.657754553172506","37.39776122593057","14.690900160321924","9.529403028253856","31.367339554051433","33.74386167492351","35.72404881017377","301.55142510815546"
"82","15.9041517003687","10.700573166436357","13.735040784968673","36.84643239188302","14.730005533873607","9.546864446811524","31.430215779338873","33.560803604947914","35.51898541604224","301.43031818060683"
"83","15.212958111057423","10.667367717574798","13.443470477167233","36.32278882683586","14.667712163864246","9.465558267830135","31.24266570116879","33.184177927999436","35.28292719546439","301.41521977272635"
"84","15.979910393869698","10.411339741392089","13.22987390170144","36.80043501411202","14.53293421836051","9.226424380238738","31.015759454114992","33.24718683223187","35.25315709302711","302.43655594253494"
"85","16.598735401748183","9.911439931480292","13.152215922031182","37.33304901134948","13.923946798331702","8.462722217243199","30.60898776654807","33.67391675169717","35.301413412972046","304.1364674290252"
"86","16.517662235410917","8.83714540122516","12.920132801964874","37.251487280598894","12.356273856895237","6.6631244743623945","30.047955680266917","33.80954513943705","35.152466859895","305.0805040713909"
"87","15.689896175769427","9.881088467913287","13.021073508371426","36.324827589484585","12.968863932293003","7.343838249682986","30.839927272272647","33.20847265828541","34.59827596132391","304.5079612836701"
"88","15.944062890696996","10.463970034432128","13.227587893249007","36.591732160228474","14.341924661100524","8.196310430723042","31.307796562002924","33.56668203541343","34.95780675981683","305.63703158803753"
"89","16.500281963635818","10.558504745217517","13.588849981911418","37.88707624124013","14.606182023725118","9.277944420214672","31.8585114090233","34.80045418058614","36.4220139265827","308.02410708381876"
"90","17.32902478510533","10.703272751274755","13.900370270751509","39.53808996357888","14.980937593690498","9.616191433931332","32.246879426732654","35.75634298572121","37.61788083025875","309.4930711816187"
"91","18.25575509248457","10.984572292040902","14.600701280403516","40.38485658017856","15.414116429296056","10.08662808428279","32.57085009634907","35.70535535645876","37.61286949352416","309.4392526011201"
"92","17.994091197973578","11.387796108437044","14.956228069839222","39.49304629816157","15.911296355293938","10.627898810998493","32.973947190738095","34.866006373991155","36.91460925581633","307.324509121295"
"93","16.915770976635923","11.61603368126519","14.59406630320803","38.504854332439926","15.942065807774288","10.968974787422992","32.74131439962276","34.29029737422458","36.60192062475215","305.39556188571066"
"94","16.339749652636108","11.027136429006072","13.726646248123885","37.27503822175647","15.5791973927193","10.70175001332217","32.03824455987176","33.78914848136276","35.81497303880894","303.08845690864956"
"95","16.580091340169005","10.581810609559684","13.821498376400491","37.09231170640909","14.547078571079284","9.222895933875117","31.618359966511875","33.60976699651607","35.63514616029501","302.322574565618"
"96","16.538347824738562","10.64259164824612","13.717007840978937","37.38478243015892","14.551695738716154","9.217117166831386","31.442924115333533","33.57662453991997","35.57015163806736","301.9298456809646"
"97","16.476543719634705","10.614643540978493","13.658796862060376","37.39445439102248","14.642718129900643","9.444315306934948","31.43705582009854","33.69767359807965","35.56068531190767","301.8946528861888"
"98","16.529515193748168","10.552473448574005","13.506425115452663","37.40152563716835","14.561605106516595","9.409637172811275","31.327964582568946","33.7503984009811","35.59791583191331","302.0001156029109"
"99","16.40501021852019","10.550104026724354","13.524405484718466","37.35618905179484","14.555038870475402","9.372948861660815","31.341268880089434","33.732103604062765","35.630740148283394","302.0405166340702"
"100","16.46524104403229","10.566934838151068","13.587689626590276","37.37764692168577","14.574305873840268","9.40387129916047","31.400762274130514","33.73436475774507","35.67460473774625","302.0259501370388"
