"Time","Demand_1","Demand_2","Demand_3","Demand_4","Demand_5","Demand_6","Demand_7","Demand_8","Demand_9","Demand_10"
"1","14.934013037665807","11.733296815803827","14.719926011582492","65.05652275402014","18.936530643074363","0.0","64.51060769665165","63.599148790958495","61.83437166079937","0.0"
"2","17.381235044972513","14.072716284094456","17.079898322936852","67.61361626795994","21.27166020726341","2.326174307353348","66.83678200400499","66.15518133628287","65.1076223391322","0.0"
"3","19.170190280731354","14.731721116304868","15.373549644661656","72.97233144156624","20.79613029868875","2.0287980653661166","64.51060769665165","68.69906516729614","70.42911166459479","0.0"
"4","27.976609398212958","17.142388683085784","19.162046133717116","86.6674923743745","29.508001554367752","12.28502643083926","64.51060769665165","73.40101435662207","84.61029291987599","0.0"
"5","31.696011738224577","17.247503565417624","28.174343817937064","105.85474436143552","31.809066725076498","19.880125392601478","64.51060769665165","80.65329488315741","99.61065583229461","0.0"
"6","34.734163175095986","17.896741509163714","30.306383810850576","121.87646057458551","33.35374344811803","22.68382123125266","70.80138693893349","95.65182433652465","112.85642929430843","0.0"
"7","37.00092308735682","21.286386528932088","31.867902524038072","104.17768329424916","35.16180557381935","23.307681930948704","73.7970622397033","98.26588039588637","93.57169210475146","0.0"
"8","35.629319745642356","22.340992775243627","31.308478360295375","83.06669409676768","32.13770067438621","19.431766837235674","66.96291488157307","76.93231517290641","82.7277313772891","0.0"
"9","32.366921054948","20.90136302518424","27.941214374895196","84.60631130444705","30.525385403998293","16.718102593628377","69.05866409531559","79.4501550082241","80.94862294184111","0.0"
"10","34.954325221337484","21.129187254098355","28.834803054552637","85.11628339577737","30.937493435090502","16.82893253946087","72.05288689507503","79.16913451148099","81.65502495895751","0.0"
"11","36.68827064848431","21.61681414223095","29.362635965917015","88.82999979889966","32.185815254100646","18.465464262091107","72.24633338259865","79.94900810289813","82.33976784883507","0.0"
"12","37.52768890666422","21.73681280959288","29.77022772948091","89.3399727398171","34.58096177336561","19.46711094099817","72.55842104441547","80.2723671490968","83.55490535078394","0.0"
"13","37.68275379165409","22.59365269445849","29.974441070836747","89.25012976460661","36.11184302029773","19.693656756874184","73.49061607255973","80.16590183798952","83.56628412662604","0.0"
"14","37.58547436291901","23.047132589217416","30.20292825961301","89.03548610864587","36.36483794600055","19.695840357064604","75.11224084557699","80.05308489561634","83.8635290326884","0.0"
"15","36.70082741071014","22.98422918128565","31.124921232298817","88.30988552376175","36.10909109863685","19.335794655675755","74.52456615189251","79.85180210585568","84.37216408808062","0.0"
"16","37.354699945219565","22.843527851724808","31.521621744637226","90.06341220053022","36.461926056965964","21.034703793206003","75.45036439536734","80.191828676266","84.6434690995036","0.0"
"17","38.00617188713707","23.131356400589333","31.326252525756733","90.56582067477211","36.42017636501403","20.986804607421078","76.27687901994383","80.05828452797084","85.68765843554232","0.0"
"18","36.347495410230806","22.825165548889444","29.246745465803784","86.79704745386414","34.321054559335465","16.89793784473851","75.77387505904935","78.64210346902213","82.85590665337928","0.0"
"19","33.35414019500467","23.589306773477155","30.994347103533663","86.07675739109983","35.40134242592565","17.92648045384086","75.24370888148734","78.60208441559963","80.37633136114889","0.0"
"20","37.439902701300404","24.93877936429967","32.19313868014644","90.03969277957339","37.46741409561115","21.104685626709465","76.77288884251766","79.5777526895424","85.34066437516697","0.0"
"21","38.59861260308404","26.721155443954487","34.921973828138","93.86749121201626","38.64483089748052","22.19488889290937","77.73257730332872","83.2270107343658","89.89161818841659","0.0"
"22","42.83378772712176","29.39380882159449","37.71592884307523","98.03861393620235","39.92621582009013","23.67446050327823","78.91145600468175","87.20477935564304","92.38098451647585","0.0"
"23","47.21434824675968","31.861998739612837","42.20539622593023","102.02672306511256","43.4688531648267","28.932644788541783","85.28361518973753","90.88677031360875","92.45653878716928","0.0"
"24","51.98910708562346","33.14343677627337","44.479689520452226","108.83134156068976","51.914676949526296","37.176203213625385","90.73318954780746","96.17301771236198","92.5930678480521","0.0"
"25","60.66341382080666","31.880526620304455","48.40927113487033","120.7879978446973","65.53944676006061","49.45108463518194","97.99063656590545","105.68938240720985","96.82664204328093","0.0"
"26","70.09786436179255","33.97449205988636","51.67413034740386","135.04951449636516","78.58471245874225","60.33323753489985","107.64864936870958","116.4401860505412","110.55727511264357","0.0"
"27","67.36598472922246","34.37864073917627","46.65581307785564","128.33789964981668","71.65926290002196","52.52903496588553","104.41112165191117","109.00237004456953","114.70111024773774","0.0"
"28","41.550360342969384","36.87250745189333","39.93327784145658","97.44033119514148","34.41010789457418","14.978992912533997","80.5005998278458","87.34729791358917","92.85066444237754","0.0"
"29","42.79704000896298","24.712211353103925","34.98313512840488","95.31785476832782","41.203469269287055","24.531133818141193","78.46737468503987","85.08468175516691","87.83471377177835","0.0"
"30","42.28375047915168","26.552128236665517","34.50822185014205","94.26341405581408","39.738944232243455","23.709579242004693","77.80521340846536","84.4816708380216","87.63112711409029","0.0"
"31","41.86021814089331","26.34716573527601","34.270220058008334","93.84407644967953","39.57432025935015","23.34225991451504","77.69514550396289","84.16856241375254","87.34390414838802","0.0"
"32","42.029484910872995","26.411812715919208","34.41625743566186","94.07953220565338","39.76534405907392","23.570457014658498","77.82554640277242","84.32752769178174","87.4108889682701","0.0"
"33","42.547493952225565","26.561368334342042","34.60254926461945","94.4260038979065","40.01609857230687","23.877012435305243","78.05879123188312","84.49807657259927","87.65477639399356","0.0"
"34","42.75114147420664","26.70337387028006","34.74124685823875","94.70823793073336","40.22438890449513","24.072806295880618","78.23125461665268","84.70444598572521","87.86694514550776","0.0"
"35","42.75440886723385","26.690211215033553","34.74112396899896","94.69314261751941","40.17420056659078","24.063030959166902","78.17862303237703","84.715173972155","87.86309460446026","0.0"
