"Time","Profit_1","Profit_2","Profit_3","Profit_4","Profit_5","Profit_6","Profit_7","Profit_8","Profit_9","Profit_10"
"1","13.648657596733047","11.34564377792628","14.031282885498014","61.75700227710041","18.529181190495784","0.0","64.51060769665165","60.29441685428829","55.88320772130652","-300.0"
"2","23.240759114301177","16.231545586581127","20.283094177149675","55.0170429307476","23.501210618382366","14.098880196717307","45.046861347234895","50.9599013415245","51.62070468736134","-300.0"
"3","23.519153998399158","15.635291853356527","20.150640185293373","55.38519272175823","23.476880134051925","14.217475285095205","47.02877237488724","50.122320966241446","50.464272480916904","-300.0"
"4","23.52606573303693","15.767649410976356","20.21225057840706","55.25196845326035","23.5719885831568","14.108291288240261","46.96828154334757","50.218451463027336","50.37505294654733","-300.0"
"5","23.53042523599738","15.766068952137005","20.210824093161392","55.254071892641335","23.56726696089472","14.108714278047401","46.97597491883252","50.21543049518439","50.371223173103836","-300.0"
"6","23.530393278048656","15.766595183339234","20.2107852713604","55.25370894220642","23.567756304101838","14.108071762740936","46.9755722652375","50.215979527423954","50.37113746554105","-300.0"
"7","23.530421254946095","15.766560959916738","20.210770826547353","55.253736136603635","23.567723225116374","14.108101188278352","46.97558200317023","50.215962887072216","50.371141518349006","-300.0"
"8","23.530421937772566","15.766561600124717","20.210769215300214","55.25373630493455","23.567724336168617","14.108099690016559","46.97558009962296","50.21596478029377","50.371142035766034","-300.0"
"9","23.530422103096562","15.766561405920235","20.21076907921347","55.253736466826446","23.567724205323817","14.108099832151584","46.975580033620496","50.215964759927274","50.371142113920115","-300.0"
"10","23.530422113473644","15.766561399036727","20.21076906480181","55.2537364763339","23.567724203539353","14.108099832940013","46.975580022607936","50.21596476679915","50.37114212046747","-300.0"
"11","23.53042211463883","15.76656139786473","20.210769063548934","55.25373647746635","23.567724202925525","14.10809983360272","46.97558002173844","50.21596476704943","50.371142121165065","-300.0"
"12","23.5304221147384","15.76656139777503","20.210769063428174","55.2537364775642","23.56772420288414","14.108099833643424","46.97558002165297","50.21596476708617","50.3711421212275","-300.0"
