"Time","Material_1","Material_2","Material_3","Material_4","Material_5","Material_6","Material_7","Material_8","Material_9","Material_10"
"1","80.0","80.0","80.0","73.5447703614703","80.0","80.0","71.66655880072922","74.57846068183808","77.20288687102043","0.0"
"2","80.0","80.0","80.0","51.127073480387324","80.0","80.0","45.27169731344348","52.94602554516626","59.56673160976921","0.0"
"3","80.0","80.0","80.0","32.78283891492144","80.0","80.0","26.185383362313203","37.83173280130891","42.98176336163414","0.0"
"4","80.0","80.0","80.0","26.00430328230369","77.65328123982306","80.0","26.381694951252967","32.53515572178376","34.04656876044244","0.0"
"5","72.97938666927546","80.0","78.14732473840328","19.372998746153062","66.19210029673795","80.0","23.362208185079297","29.03595151546631","27.852653942596437","0.0"
"6","61.89906305818917","80.0","68.48682662349277","10.297304615683558","52.23633607325249","80.0","20.890916909162875","27.501402796918764","26.293304069818767","0.0"
"7","48.86543114702259","73.02633981298376","56.26779855626832","21.298161992492403","34.82283216153458","80.0","21.670852170523","30.636422004038906","33.96115374605164","0.0"
"8","40.918954125865525","64.99499891204432","40.65349241339534","27.4233908692303","31.697376208503844","73.71802528130998","16.82690759379779","34.29658634577327","30.29799707870537","0.0"
"9","38.84665116604829","55.99004251209951","31.95527958810584","21.675985300676338","31.054774836030177","67.47967329980807","14.099822888666766","31.562285223616023","28.138010879425","0.0"
"10","32.63586018872358","47.95848476196944","27.944696307067083","18.59552078638304","27.165053841153927","61.08786004879681","12.92184246112269","31.394694231557036","26.274054867460038","0.0"
"11","28.134499332874753","40.30009879628325","23.763072050677604","16.64209623142213","25.212565899688283","54.049161165319866","12.601437979709115","30.51161465077054","25.388545695637813","0.0"
"12","25.560227459642526","33.72802881814273","20.53964613564696","15.611361650259239","22.833612898092234","46.85251976029953","12.308101408075494","30.01771381086253","24.374234128129814","0.0"
"13","23.02696425327627","27.94697627511448","19.502558448674232","15.075151544506525","20.558809472552543","39.67702241328542","11.869009069240771","29.624405013525408","23.787806493475866","0.0"
"14","20.631746810553377","23.780936188965374","18.904328081953455","14.200648470496926","19.390220997696993","34.07454590481228","11.588812142760705","29.145827455611055","22.800369699834867","0.0"
"15","17.378621726644226","21.34430912490174","17.0741880513051","13.331866395328772","17.771662843926343","27.814926545698526","12.006396593999213","28.582211442885242","21.83258572980145","0.0"
"16","15.246542974232257","19.9468039929493","14.965243885011585","13.63311437009315","17.146184114343143","20.866772326812193","11.870621769532427","28.24240811383323","22.606826939126137","0.0"
"17","13.665845799578774","18.787996723642742","14.365954517461876","15.937569639772141","16.92885066037966","15.94013540458345","10.0","29.659372266908814","24.151116113512565","0.0"
"18","14.082831395525883","16.967903528560242","14.432986868546326","10.015001793286816","17.893761709152827","12.610511219368602","10.366308634828366","30.41603302218572","17.793752715745484","0.0"
"19","14.231749635565674","15.311046684322703","14.037822431583194","4.599143141491433","15.872552060645496","9.679671354189372","10.644143955748426","22.662499600829637","14.419460636932262","0.0"
"20","12.794113901580477","14.03535206757763","10.252575491421801","2.7179534139747608","14.723002159684063","7.416856864887312","10.648666596695683","21.63426994550601","13.329189065087334","0.0"
"21","11.38791076238862","13.060841743809053","8.564243164586474","0.7614705727849493","12.929666155260465","6.162125317222178","10.78899492149775","20.725205055275683","12.377054094124098","0.0"
