"Time","Sales_1","Sales_2","Sales_3","Sales_4","Sales_5","Sales_6","Sales_7","Sales_8","Sales_9","Sales_10"
"1","14.934013037665807","11.733296815803827","14.719926011582492","65.05652275402014","18.936530643074363","0.0","64.51060769665165","63.599148790958495","61.83437166079937","0.0"
"2","17.381235044972513","14.072716284094456","17.079898322936852","65.87377494302584","21.27166020726341","2.326174307353348","66.32299530152531","64.55069441394586","62.631885599860766","0.0"
"3","19.06937717734403","14.683894551604705","15.334747313741047","66.93270172452478","20.70987381082125","1.8984361252949706","65.02439439913132","65.33695655368926","62.37279384250833","0.0"
"4","27.973759137630374","17.136519630416945","19.15859738027245","69.01583286558547","29.476090591445","12.253150032787953","64.51060769665165","66.10009086017153","67.6277326290233","0.0"
"5","31.52443203924848","17.259820477288596","27.964105610460955","75.57611224738478","29.82617148277006","19.647651615733025","57.39357046996038","66.4303249810535","72.80796507810064","0.0"
"6","31.650547674892245","17.89166168230455","27.311035946677265","103.09866303927495","30.319318174696804","22.2568134000967","65.07009524417236","79.37328631662936","101.95589479336063","0.0"
"7","36.23086839204956","21.12552355540064","27.52899266048036","105.67478700426595","36.91846921919455","22.64427421773203","68.89941999828682","97.96636558738174","95.72282364617456","0.0"
"8","41.37440055443507","20.74048474839678","34.819895411153105","82.43579820119643","37.340539099682324","20.082074875722157","69.22440649648456","76.98150635124338","82.31414495755816","0.0"
"9","30.783040261850914","21.953605434452747","33.74042120958214","85.06494620347111","28.529471143643008","16.831543595211063","73.71984657184103","80.09510839287901","81.41535300203985","0.0"
"10","35.930772287561965","22.612550426077366","26.49638928528778","86.18512836016566","31.354057131231215","17.165906295272986","71.8783292267421","79.2447185958086","82.08818624262207","0.0"
"11","36.82693322333471","21.025123366728188","29.60448947360922","88.66229265216117","32.4012808569657","18.595307957402856","71.94515666322272","79.91587557224419","82.49841041748024","0.0"
"12","37.67704397375866","21.65135374162199","29.9078568606783","89.21661684915125","34.67597262919402","19.387064347571158","72.46439736481122","80.0935874069469","83.71302113891959","0.0"
"13","38.00601300011655","22.84330592333479","30.237640228495607","89.38155873225452","36.41101900501975","19.81254456241222","73.52915239899029","80.15033128166004","83.7370071492037","0.0"
