"Time","Sales_1","Sales_2","Sales_3","Sales_4","Sales_5","Sales_6","Sales_7","Sales_8","Sales_9","Sales_10"
"1","14.934013037665807","11.733296815803827","14.719926011582492","65.05652275402014","18.936530643074363","0.0","64.51060769665165","63.599148790958495","61.83437166079937","0.0"
"2","17.381235044972513","14.072716284094456","17.079898322936852","66.36011132111972","21.27166020726341","2.326174307353348","66.83678200400499","65.03632051030469","63.090957674797316","0.0"
"3","19.170190280731354","14.731721116304868","15.373549644661656","67.09981366381905","20.79613029868875","2.0287980653661166","64.51060769665165","65.50452926768365","62.84666980046739","0.0"
"4","27.976609398212958","17.142388683085784","19.162046133717116","68.78436224510945","29.508001554367752","12.28502643083926","64.51060769665165","66.57405848647002","68.13112443072589","0.0"
"5","31.696011738224577","17.247503565417624","28.174343817937064","75.83273460783043","31.809066725076498","19.880125392601478","58.97703572364949","65.60763482447472","72.68708199965157","0.0"
"6","34.734163175095986","17.896741509163714","29.860972322897204","105.1424042668507","33.35374344811803","22.68382123125266","64.47240165437535","79.27400509912628","102.9032725154723","0.0"
"7","37.00092308735682","21.286386528932088","30.217743830439048","104.17768329424916","35.16180557381935","23.307681930948704","73.7970622397033","98.26588039588637","93.57169210475146","0.0"
"8","35.629319745642356","22.2448738035027","31.308478360295375","83.06669409676768","32.13770067438621","19.431766837235674","66.96291488157307","76.93231517290641","82.7277313772891","0.0"
"9","32.366921054948","20.90136302518424","27.941214374895196","84.60631130444705","30.525385403998293","16.718102593628377","69.05866409531559","79.4501550082241","80.94862294184111","0.0"
"10","34.954325221337484","21.129187254098355","28.834803054552637","85.11628339577737","30.937493435090502","16.82893253946087","72.05288689507503","79.16913451148099","81.65502495895751","0.0"
"11","36.68827064848431","21.61681414223095","29.362635965917015","88.82999979889966","32.185815254100646","18.465464262091107","72.24633338259865","79.94900810289813","82.33976784883507","0.0"
"12","37.52768890666422","21.73681280959288","29.77022772948091","89.3399727398171","34.58096177336561","19.46711094099817","72.55842104441547","80.2723671490968","83.55490535078394","0.0"
"13","37.68275379165409","22.59365269445849","29.974441070836747","89.25012976460661","36.11184302029773","19.693656756874184","73.49061607255973","80.16590183798952","83.56628412662604","0.0"
"14","37.58547436291901","23.047132589217416","30.20292825961301","89.03548610864587","36.36483794600055","19.695840357064604","75.11224084557699","80.05308489561634","83.8635290326884","0.0"
"15","36.70082741071014","22.98422918128565","31.124921232298817","88.30988552376175","36.10909109863685","19.335794655675755","74.52456615189251","79.85180210585568","84.37216408808062","0.0"
"16","37.08049181928113","22.843527851724808","31.37111312550311","90.06341220053022","36.461926056965964","21.034703793206003","75.45036439536734","80.191828676266","84.6434690995036","0.0"
"17","36.72946370402323","23.131356400589333","31.326252525756733","90.56582067477211","36.42017636501403","20.986804607421078","76.27687901994383","80.05828452797084","85.68765843554232","0.0"
"18","36.347495410230806","22.825165548889444","29.246745465803784","86.79704745386414","34.321054559335465","16.89793784473851","75.77387505904935","78.64210346902213","82.85590665337928","0.0"
"19","33.35414019500467","23.29327923089801","30.994347103533663","86.07675739109983","35.40134242592565","17.92648045384086","75.24370888148734","78.15961345622459","78.45697201929","0.0"
"20","37.31038502567307","23.869672448710247","31.051140082370743","87.98952928467335","37.46741409561115","21.104685626709465","76.77288884251766","77.26921097634091","80.21334728062774","0.0"
"21","36.545004060474675","24.23711963704975","32.365619879236704","89.67300284173956","38.64483089748052","22.19488889290937","77.60973631051218","79.032040349027","83.35880426379015","0.0"
"22","38.52296851743771","25.45179280083996","32.51182537961985","92.080232821363","38.58936101207814","21.743696572296038","74.420695794295","80.95519994843977","86.89198238099914","0.0"
"23","40.59314820441667","27.66847699668347","35.9957137581728","92.3363217293822","37.506067434666406","22.589937915417448","77.07566719449562","82.08432852287996","88.70246450083553","0.0"
"24","41.00650235733629","30.59102508648293","36.85414462342988","91.51119978037485","37.03430100884228","23.528570687147468","77.55608542651959","81.4151619301948","87.93432864258037","0.0"
"25","45.11194343980559","30.208295839974433","40.19836361078317","94.53374511409814","41.34346089730856","28.992176892493212","78.56033814689582","83.73569900768429","83.56435871852852","0.0"
"26","56.46884455495655","33.89883710803137","48.258385271446855","114.81436659865945","57.072037208778816","42.44491317878591","91.74507092955812","100.9570255297844","94.92664565749361","0.0"
"27","67.36598472922246","31.198587804717675","46.65581307785564","128.33789964981668","71.65926290002196","52.52903496588553","104.41112165191117","109.00237004456953","112.54289021763273","0.0"
