"Time","Profit_1","Profit_2","Profit_3","Profit_4","Profit_5","Profit_6","Profit_7","Profit_8","Profit_9","Profit_10"
"1","13.648657596733047","11.34564377792628","14.031282885498014","61.75700227710041","18.529181190495784","0.0","64.51060769665165","60.29441685428829","55.88320772130652","-300.0"
"2","13.648657596733047","11.34564377792628","14.031282885498012","60.96669950007805","18.529181190495784","0.0","64.51060769665165","59.631201206173515","54.68105103365216","-297.34432488720853"
"3","16.616149058339126","13.819981673789142","14.151879881859905","56.494900968410484","19.833711586779124","1.124938097047741","59.144278393271925","52.75986985596588","50.67257362160534","-284.6182831370687"
"4","25.408538267756466","16.623851294915927","18.313563162701065","42.530985701119086","28.42830605454118","11.499744384770395","43.117304929572605","43.01045000423705","43.651446817093216","-272.58419061670696"
"5","28.37923149957303","16.638442089306928","25.865887934765933","36.362745192084766","27.967074952307613","18.679985654546492","27.61230503299811","33.72826127375161","35.72557551629758","-250.95950914563207"
"6","27.35738525747989","17.18863966975745","24.608118061810103","51.41568592732305","24.21542826304018","22.297108715978727","37.086704165604125","37.75139464289793","44.69487010824884","-286.6153348121403"
"7","24.911574213865574","21.30270916515786","19.52369890986483","72.25087993989186","28.11859901779701","24.34679307959623","33.12124165320524","53.50392083703348","67.28302191452221","-344.3624387309343"
"8","24.67769444324507","20.08132321728089","22.102918273345075","48.66540135492268","28.888126800543784","24.110235959565845","37.736998429167826","54.25258618251236","42.08448315437766","-302.5997678149612"
"9","22.36530418846171","17.688834942704826","28.533369610680747","41.501579132474575","31.203066996412442","18.882596002618783","34.9085836079518","48.61873263874102","49.43227748506582","-293.1343446051118"
"10","37.564878591476194","21.645065102927486","36.8549634822608","54.14791835517629","14.098726672151777","22.09588738741015","56.73193485061585","46.88096923396739","45.45954225722405","-335.47988593321"
"11","33.255237820018216","27.34402426335666","13.848221761916903","60.718162017450204","21.030167564248355","21.207102204986597","47.224724501576326","50.518884690238394","52.715397074660174","-327.86192189845184"
"12","10.888016494492412","27.41420961776054","10.412845222027627","59.110164827766965","31.352016836130517","19.84914463643528","44.030574490602724","49.74732609626568","51.63570019709262","-304.4399984185744"
"13","25.47614149118543","8.915759131641405","25.18215460127481","52.01955656134454","23.94488123281834","19.223715171443523","49.503981014913535","47.31055084889743","48.423259946481","-300.0"
"14","24.33505952030253","17.58072706696889","19.547715186288357","53.928783042703415","23.349012331407327","19.05113112793173","45.754064995189694","48.13599225883836","48.31751447036969","-300.0"
"15","23.195022648448134","15.196357232078086","19.78517150475228","54.4414440286977","24.39041018811655","19.360644307102003","46.41265615753358","48.01425624631679","49.20403768695486","-300.0"
"16","22.819951941943987","15.892602521242944","20.027973373666796","53.908706188189754","24.112241367036624","18.918120961573994","46.73311201090371","47.85292968025222","49.734361955189975","-300.0"
"17","22.403502905840025","15.837637534891604","19.739221522520115","54.78589861656286","23.76962383218083","17.67373200740234","47.0290329031442","47.61322293971628","51.148127737741746","-300.0"
"18","20.20432977287686","16.273013102541015","19.243340628472325","58.81919032079222","22.678442961889143","12.365257280981762","45.633383678869755","49.62407062536226","55.15897162821469","-300.0"
"19","16.968885317933317","14.652079760517676","17.19365717513223","62.58329593293107","22.393505682780482","8.109856095918659","44.60787991770903","54.890078448457","58.60076166862054","-300.0"
"20","22.644912436848394","14.633390240728748","21.544546291749544","54.84561569816552","28.691546571272166","12.99822491228654","45.719495203852766","50.74964356835409","47.02456112941884","-298.85193605267665"
"21","25.34348580985546","13.948067782549408","25.644007928145747","51.322151064145245","30.225698044031276","10.885044905453782","47.24471996203977","46.85127139388577","47.80782097789222","-299.27226786799866"
"22","30.512456142033333","12.502533720747907","28.057958827927717","50.89192010902821","21.091539059518823","11.520224767984024","54.83666912099592","44.15327885254341","48.13225713768411","-301.69883773846345"
"23","29.1507127684386","17.734415617598323","26.3620505879264","51.6913461013256","21.243047351840307","11.46332433306052","47.27398192563552","47.97621077446013","47.09984616224249","-299.9949356225279"
"24","23.555901333821264","18.184503807475387","21.959905293782157","53.8155211567598","24.279996911286023","13.424618659471326","46.65172947760467","47.04508130717162","47.13120480622787","-296.0484627536001"
"25","23.221947837945564","16.23248844216934","20.35490314577769","52.88806348291007","24.701839766125723","14.021254550093348","46.84323335901111","47.89006320582297","48.45981787394063","-294.61361166379646"
"26","23.285886475952186","15.320358549136255","19.897012743996676","54.90111874538553","24.060147806076245","13.787366089975922","44.47871553818902","49.32943513951229","49.83662623185184","-294.89666732007595"
"27","23.09870810580118","14.886669827430994","20.545582229435997","55.98395695249682","23.917579091815085","12.944324027014185","45.65228244827257","49.446504695982995","51.072847768377244","-297.5484551466271"
"28","24.359085695296002","13.701073445434798","18.380838179788537","51.579431420626555","22.15156003464368","11.947573940705915","46.19017556128","46.988270775362544","52.707567793470645","-288.0055768466087"
"29","20.094416400087354","13.35096354609015","17.474268257549078","49.42251781376609","21.8185874028153","11.456950177567464","45.64125836618864","44.34703513027274","47.268540022915175","-270.874537117252"
"30","20.24011749751108","14.06995475770755","17.520825817754076","48.54513522207835","23.004561710649494","13.127792347348327","42.67820685848254","43.94739468143192","45.12097702754452","-268.25496592050786"
"31","21.22025614850648","17.226863562326653","21.07990715881061","54.951685400255066","28.07487349709069","18.8501656268944","40.87532415502858","49.66563613947175","48.19322356952777","-300.13793525791203"
"32","24.90080103853277","25.731480075135654","24.43859667382423","54.74379560921726","30.111680708736138","28.44265522979105","46.39702632272411","50.51041963327926","46.45701254516004","-331.73346783640045"
"33","42.615911027194514","7.373885708790571","25.10514336363762","70.16587435065922","26.847977525025623","-3.89124725476295","61.68979774188796","57.9861618134068","70.17483857971337","-358.0683428555527"
"34","5.4310654146999084","21.65126950921771","17.448043381789095","57.774463552058656","27.453016184955978","25.20256431036231","44.40763522332713","54.01825529622293","46.61368712736629","-300.0"
"35","27.031817276160606","14.299792088679139","21.86068117001341","54.33245462298586","24.205348163066276","11.132962112366432","48.01014888943969","48.299122576557345","50.82767310073126","-300.0"
"36","23.241623594775003","15.768157801793427","20.28256511003","55.37993868006119","24.676858591077387","14.099105773137914","46.788700257254334","49.79451898581868","49.96853120605208","-300.0"
"37","23.44240590330562","15.74011924196875","20.435728696677796","55.17717047058502","24.666854674927094","14.055900131657445","46.95251212698546","49.42420509569168","50.10510365820114","-300.0"
"38","23.443295408850748","15.742025873254574","20.451782094134046","55.12550579025208","24.676704170213537","14.054042614551626","46.94321374026153","49.460178448707914","50.10325185977396","-300.0"
"39","23.445012773480997","15.737468412397538","20.432648688054314","55.13187713132947","24.65617860193121","14.047936982683064","46.94878297552414","49.46397236317707","50.136122071422186","-300.0"
"40","23.416992417514802","15.7427038960618","20.387995089775846","55.1028851737448","24.6864666990365","14.19122897438716","46.96953018318213","49.42248937536205","50.0797081909349","-300.0"
"41","23.125443086263644","15.882808228186407","20.34039990972121","55.09720423869941","24.837010949154653","14.756439361287702","46.808180025529765","49.36482227179379","49.78769192936342","-300.0"
"42","22.29690849828497","16.23847093394229","20.441704763104738","55.26203052541443","24.997325192917167","15.688453313248413","46.22806057990004","49.71635681155528","49.13068938163266","-300.0"
"43","21.123340492212012","16.67512925695201","20.773056755065184","55.6350697914011","24.74487215400355","16.414276797346925","45.61838442219022","50.53929828345834","48.476572047370645","-300.0"
"44","22.77311372859387","17.78813225399106","21.924782182224398","55.288772038336056","23.829945580107964","11.942274039397688","47.839849673757705","49.907118941734524","48.70601156185671","-300.0"
"45","26.467368172683344","11.044520317168322","19.932867551985566","55.484812110075424","21.318071912497224","11.30417935480611","52.13967405038691","49.622053133532035","52.68645339686505","-300.0"
"46","25.14906020419695","16.157867754013793","19.926717754829482","54.62000476323068","24.211665711117657","15.115580470164968","46.253388511844655","49.28392281683625","49.28179201376555","-300.0"
"47","23.316917622958393","15.756371261550118","20.16846431817924","55.21575925715055","24.633092830135546","13.975331527694962","47.21164271829183","49.60798959445137","49.39554768000908","-299.2811168104211"
"48","23.526877794438573","15.767053864281941","20.258642384103126","55.184383377574264","24.596580855205943","14.030862099235481","46.92534230744201","49.57588047584131","49.08537403786586","-298.9509971959885"
"49","23.58264150845454","15.72802745682259","20.270744387408843","55.23101264799629","24.5994209728587","14.00377738414314","46.82565696223812","49.46969733229779","49.738945680525816","-299.44992433274587"
"50","23.65066758417437","15.729534773343977","20.30778445042662","55.29498978330024","24.613535361781516","14.026163753564202","46.832822445327885","49.155891849442064","50.11875336046558","-299.73014336182644"
"51","23.702690182644538","15.742870137310797","20.310820119214856","55.28876642778451","24.612465646120548","14.008485971821461","46.83974508487417","49.15659851519223","50.20149604403538","-299.86393812899854"
"52","23.765022639482076","15.754006084176176","20.30410350661147","54.97486149744977","24.603186082938418","13.991044889343753","46.83298612987856","49.304712394489776","50.168953108968594","-299.6988763333386"
"53","23.609752467647148","15.746735950484018","20.29652230865848","54.8709182314723","24.613106568095915","13.99087996037216","46.81489828962632","49.39697476124495","50.13679579602122","-299.4765843336225"
"54","23.21845943510827","15.733314138027827","20.279399794989473","55.12643378221567","24.680329620174764","14.024365103562797","46.82239925621038","49.481208256257204","50.190959242284535","-299.5568686288309"
"55","23.56236112821645","15.723166185165411","20.19978344573722","55.33359833969946","24.697797430784647","14.089874360165135","46.93865162403017","49.50586525938096","50.325765671889855","-300.3768634450693"
"56","23.809412638469524","15.726020828130682","20.20388820849727","55.21490547987618","24.758379364463206","14.226865947700414","47.19591004696441","49.44911198246833","50.3647509180407","-300.94924541461074"
"57","23.28110178685732","16.00912543795608","20.242489517285","54.595469638944024","24.745272370390065","14.333519786851761","46.82256914020838","49.126477949309084","50.022740252003786","-299.1787658798055"
"58","22.621064622547596","15.748997345616356","19.827658326166215","54.377499138904426","24.817821977898642","14.116698246328843","47.28460031346213","49.08927616808184","49.60437827308548","-297.4879944120915"
"59","22.802105605657516","15.411797965312234","19.76988578529705","54.75704367220182","24.586731075330604","14.111402843110245","47.132929376926896","49.18002807000343","49.65725658507586","-297.40918097891563"
"60","23.39760306058805","15.619031352668719","20.13991820306674","55.08145176539975","24.422767965800233","14.23845031829549","45.39060812927009","49.24850860611315","50.00139372729676","-297.53973312849894"
"61","23.89352142564092","15.813429734248475","20.376255893116046","55.18653555205707","24.612610387721467","13.989414975087426","47.194821698518","49.32255530688009","50.417588210608635","-300.8067331838781"
"62","24.060715336666284","16.05497693107322","20.546209718211678","55.56963658346691","24.619104768270393","13.957814551066312","46.52595407502887","49.659803803105305","50.733752938926024","-301.727968705815"
"63","23.73997018892405","15.933640022794801","20.450253563502745","55.66042406391029","24.786166986839195","13.733238726348798","48.07055085126884","49.93327483196197","50.70864779491927","-303.01616703047"
"64","23.397950373971103","15.602865442977444","20.300134761425603","55.14763065201499","25.571151160257607","14.726160967090024","46.724210569415376","49.77919415765531","50.272794550658276","-301.52209263546575"
"65","23.438579266859907","15.960381307006308","20.296738924250914","55.35221504653121","23.845242517868613","14.097576920161975","47.38920379162724","49.547753694492705","50.32177245064789","-300.2494639194467"
"66","23.565488113852012","15.724310710794988","20.228810095534378","55.59766369338214","25.092692819876874","12.702045588442171","46.82228228363405","49.711145965170594","50.750665987559415","-300.1951052582466"
"67","23.509799608069184","15.661319003947659","20.125578772739406","55.13471180643467","24.587969302243376","14.593253725646768","46.84524718833388","49.47283207923309","50.27078200594684","-300.20149349259486"
