"Time","Demand_1","Demand_2","Demand_3","Demand_4","Demand_5","Demand_6","Demand_7","Demand_8","Demand_9","Demand_10"
"1","14.934013037665807","11.733296815803827","14.719926011582492","65.05652275402014","18.936530643074363","0.0","64.51060769665165","63.599148790958495","61.83437166079937","0.0"
"2","16.336612303163765","13.028093542285708","16.035275581128104","66.56704869987512","20.22703746545466","1.2815515655446008","65.79215926219625","65.10851182067924","63.85585670042602","0.0"
"3","18.173236220531727","14.271347853936248","14.947965172529582","71.41124966017438","20.282380990308102","1.1480771319825394","64.51060769665165","67.75943933625564","68.96752935778258","0.0"
"4","27.120732663087523","17.11377627427133","19.09735136920834","86.93033698845653","28.881448875943775","11.524230850638695","64.51060769665165","75.08934005166434","85.90329309152324","0.0"
"5","30.754879515428044","17.205193184380033","26.770731684404666","110.7484305972004","31.260519819415656","18.829844639252535","64.51060769665165","86.08936997370326","107.816927634661","0.0"
"6","33.78464422925576","17.785579505086204","29.961222788982766","136.69011101632825","36.96342020467573","22.55141499438957","79.23109627710757","106.39724267515095","130.12562873021898","0.0"
"7","43.1042186102526","21.922767434485394","39.263776354325564","139.30678481275308","52.96388302641215","24.675795466834224","85.84131087945028","117.24396838521265","128.63899716299431","0.0"
"8","63.3395422385417","23.445490182736307","60.16698241466534","100.01586803359928","66.61201414722804","24.493001618433155","89.04750593439745","91.6419767228517","81.47320459689294","0.0"
"9","84.15884256739139","26.119397261521005","81.83365663706664","85.80326195005834","64.18697719604117","19.303022759438722","100.03345146537664","81.69106895421312","82.50172590686083","0.0"
"10","97.3859666223441","33.886368023243804","88.80978134886642","96.74788877244089","42.68534514987397","22.51869193358774","112.34768525871111","85.11662637610866","85.06629447740883","0.0"
"11","66.09355133118922","40.37867222216754","44.9105501620454","95.70954250142171","34.64421431134983","21.641781191976584","86.66750568748799","86.00790290991613","87.92924739454799","0.0"
"12","26.025242050763786","34.17112896056379","17.963918795151713","88.77049668718419","37.74813964185315","20.288809587120564","71.20601102512227","80.10295166424245","84.36912006626729","0.0"
"13","38.290239318002854","16.7285635585704","32.143386392202885","87.90339375838285","35.97632858956665","20.146666276423964","74.34188187273625","79.10536709145588","84.8756886425129","0.0"
"14","40.924723608482374","23.098776697686702","32.733904326829034","89.81495712944451","36.362015599664815","20.933023547209608","75.47126932885612","80.34598678002368","84.80067339238263","0.0"
"15","41.22789577464158","23.512969177100718","33.24734679553148","91.0776218080307","37.25492240127801","21.16518669365792","76.4599398758969","80.66055608957464","85.70250119873326","0.0"
"16","41.86345424808378","24.3959437392702","33.699660918678255","91.65493038223507","37.693908883273565","21.831677475077267","77.04477516745062","80.96229772141885","86.89751572158886","0.0"
"17","41.702272685291355","24.60227866455738","33.71007944001138","91.41738835517235","37.54216216756069","21.461830552443658","77.36987357894178","80.79227106023001","86.91528182074929","0.0"
"18","39.46603310969517","25.056681879469487","33.22927725753987","88.99313198778773","36.47140553210082","18.58330513704169","76.54480834104298","79.5553007651078","84.76581568909006","0.0"
"19","35.433716981549075","23.721460526657403","30.834234055800614","84.33848887633124","34.54921096297633","14.10397251609733","74.75900732464743","77.16841138483166","80.07468146076262","0.0"
"20","38.131891833732055","23.859230089004154","32.31715097293309","87.51021284327766","36.36187525745077","18.459608187531234","74.58276685685617","79.63320802192226","81.825953514739","0.0"
"21","37.22077737337763","23.167491195898002","31.549223215533992","86.67146939671265","35.55910038034095","18.014037172113987","73.76628889062914","78.91202379911279","84.30328551217168","0.0"
"22","35.56157267070779","20.499595796277664","30.0275870180877","84.74534323809189","32.452329391760486","18.163947868895278","73.26297595769344","75.5705649677133","82.71564729081052","0.0"
"23","35.169489329391425","22.22627170064913","30.55597134117965","84.68566536652834","33.271743118810846","18.155256436196055","73.18153571478298","77.07953960072471","79.82793888611049","0.0"
"24","36.81110033999075","24.099501779578723","31.382807324065","88.54859843603279","36.13180408179766","20.241639467096064","75.35319107148217","79.96386341053802","82.5794079411295","0.0"
"25","38.302065773701734","25.050904928064778","32.664028691196464","91.53555018712785","38.00172837265354","21.7700447881021","77.1310175163469","84.3903293085266","87.13183830137656","0.0"
"26","39.24992058010748","26.169910209551045","33.56647706868393","95.83407096070297","39.42925033632312","22.775044395717146","78.28384250636287","87.40859642171549","90.67546014470908","0.0"
"27","40.7956837044307","27.970603096222003","35.69780845683417","98.16016262945334","42.1712269618461","25.28527795732348","81.83586482460227","87.26914928223214","91.94985334490744","0.0"
"28","43.37094274762074","30.278857375449206","37.841303636995875","98.77283378265898","45.69527127108795","30.707882376958196","84.22593422781428","86.86595434674895","91.185557399848","0.0"
"29","45.843435994769955","35.54177503729918","44.433883443906765","106.91704497351205","52.439712151154566","39.87936326195582","87.67800379031702","92.17491480464375","91.14198103662841","0.0"
"30","57.6332930287151","43.34423245290856","55.521453656266445","122.76160983908817","62.32450646264773","51.936869499695675","94.63375353418988","105.21140921993225","101.56749836673377","0.0"
"31","74.61734360331388","50.88673592927734","68.00472850236095","141.04763073176136","72.08336758721067","62.0783510274543","105.90235611368425","119.49622467199933","116.89504573279045","0.0"
"32","88.05904130359342","49.28731175012497","69.78943294387888","142.11925840707815","69.82637223480684","55.49093064050896","113.34065834545677","119.53523009631989","122.90621729332054","0.0"
"33","81.40193169955347","25.205022685997637","50.42643182583543","123.75010858926223","50.87483151542757","14.097748233814597","103.47339418359142","106.54023657227674","117.72018076030005","0.0"
"34","28.563028311637588","28.672896163268785","29.204788992560104","91.7317330680311","38.29577097786686","27.759964211705125","74.13791236868143","83.7013943061652","84.04485381691592","0.0"
"35","41.87753268166096","26.08642641521484","34.45176232525655","92.33506408007385","38.629949417813734","22.341613975272047","77.61764915947592","82.72370641749582","87.16404415823175","0.0"
"36","42.39625686876242","26.593981223971127","34.68039605422995","93.74652793329476","39.332353649436534","23.308392445030513","77.76977094053703","83.99968401215915","87.38017352160416","0.0"
"37","42.7914827163609","26.774597819416414","34.93781012600581","94.131217247483","39.61934123222312","23.661350511916883","78.04560485247913","84.20592403480413","87.70605660249024","0.0"
"38","42.93408873423402","26.862342003984672","35.05859767733997","94.29059052404052","39.76014138120232","23.805808791814954","78.16562818302853","84.32417863646921","87.81210721273563","0.0"
"39","42.98913234756836","26.89557544225797","35.09918522013352","94.34478141352866","39.806946864952835","23.85308882394557","78.21506881943216","84.36073660375399","87.84266037579127","0.0"
