"Time","Production_1","Production_2","Production_3","Production_4","Production_5","Production_6","Production_7","Production_8","Production_9","Production_10"
"1","0.0","0.0","0.0","18.45837865807202","0.0","0.0","20.666069020254767","15.538419272198254","9.36243300905737","0.0"
"2","0.0","0.0","0.0","63.15744720336572","0.0","0.0","64.56051222282814","61.55019804094576","58.08015981759631","0.0"
"3","0.0","0.0","0.0","64.43661475122155","0.0","0.0","63.500083231254564","62.8771915887065","62.26564740886194","0.0"
"4","0.0","0.0","0.0","68.64047074726477","3.919981314427119","0.0","49.405112782019565","60.64838065172689","66.73309558603516","0.0"
"5","19.518016433773568","0.0","2.121678942946616","91.81622891526591","24.851863311523374","0.0","61.02822120173252","74.28945056924256","90.49315347303916","0.0"
"6","27.834476851460447","0.0","20.69176906969426","121.93978177327995","28.94964079288219","0.0","65.31494463997532","105.48273521494356","125.7238086486075","0.0"
"7","31.037093724184352","19.64839898123584","23.799733449550256","112.97625782842351","37.80175358024843","0.0","63.86342998790843","88.03691998845622","98.22738110174132","0.0"
"8","40.26122980257808","18.462723638086636","34.573050742715665","103.422042803927","49.80770841492778","22.00225518412885","66.83174252340083","93.72880552075806","87.50237977443606","0.0"
"9","67.15082594130021","22.649804344728693","64.62234505747297","89.86010699928242","53.80868231191414","19.282356713540715","98.93243075792951","90.209948064319","74.41778529222498","0.0"
"10","106.47246748581915","29.40622776902138","91.84016528106348","92.19550219786876","51.19479643609231","23.039288144050115","100.54404973822577","82.60518736034686","76.67162034615356","0.0"
"11","33.40724403425017","39.75069826169629","24.94269028186286","91.56433546709064","32.85199316021509","21.820206279822948","91.95033040900606","83.43441609122473","80.53651236769917","0.0"
"12","20.805454315331914","30.379323245333744","15.425091955794954","85.7091254371845","36.98628083433392","19.968603695120596","71.0349174988478","78.0873494525943","78.7809223688731","0.0"
"13","32.01815125748352","16.304449200206285","29.160017007732463","84.13953000961776","34.901894793790596","18.96468718754706","74.21792045802873","76.58006714377265","78.842854853229","0.0"
"14","35.43903556024042","22.332599134705802","30.077440369454663","86.13856969326429","34.79414825878426","17.434317900783117","75.14912156436462","77.77132943103288","78.96984134957913","0.0"
"15","36.48741424591367","23.05445281022732","30.727731538201745","88.67895293005196","36.45021974952562","19.32052211254038","75.94243026635783","78.78489821480466","80.70520398931808","0.0"
