"Time","Production_1","Production_2","Production_3","Production_4","Production_5","Production_6","Production_7","Production_8","Production_9","Production_10"
"1","0.0","0.0","0.0","20.103477745386925","0.0","0.0","22.31116810756967","17.183518359513158","11.007532096372266","0.0"
"2","0.0","0.0","0.0","65.06174078217147","0.0","0.0","66.21024387422885","63.453814729950906","61.496630824359244","0.0"
"3","0.0","0.0","0.0","68.3281814226228","0.0","0.0","63.904070676965745","67.39781968017377","69.16049379024592","0.0"
"4","0.0","0.0","0.0","76.12556599830151","12.574065632963851","0.0","57.6953498554622","63.15503416741147","71.39599879856975","0.0"
"5","33.45863732333311","0.0","13.712503795252196","108.42925615106653","37.31358366447929","0.0","63.044765610564134","78.50165508164986","103.31248146424397","0.0"
"6","40.87432787683489","0.0","36.11949651902505","137.8370971517697","37.784010236183754","0.0","72.36369288478974","100.55455442926413","127.0885666115492","0.0"
"7","44.012492871757644","24.02400821992921","34.44609013344991","105.98894650197107","38.350285456667464","16.7202031414024","71.4221296350114","113.24969350831137","80.07217094908528","0.0"
"8","37.03566005045889","25.272607883622058","30.46285987789217","79.36160503601042","32.04369857702413","19.66364366992303","71.26167382078268","75.27000908713183","75.12453397030512","0.0"
"9","30.866631059925325","21.27865578176973","28.47942822438121","77.96982511645827","29.86812789142534","15.628844653650894","70.85797486295176","75.6474193298935","72.10546702691016","0.0"
"10","33.84527683692464","21.63550352731663","28.279556120675664","79.76824093391755","30.25551600205757","15.612499715143354","73.33632683296057","75.67955912885202","73.57604650982702","0.0"
"11","35.59379269132946","21.906371018363522","28.770172002224733","83.59369861301835","32.681330324984565","17.88125266115554","73.46547695962305","76.80054480174867","75.1139107203106","0.0"
"12","34.1063032950253","20.636801501159425","28.122570173550805","83.5026404442754","33.804707741724634","16.941068258573218","73.5024904394773","76.706178057638","74.91312815988746","0.0"
"13","32.56573461289621","22.41777530955515","27.918839478273295","82.43000857533883","34.63378683853454","15.94119544677391","75.9587647759111","76.35155257998323","74.55111966621095","0.0"
"14","29.478640400448143","22.246323390906664","25.262954381337423","82.6602374462959","31.494906386686964","11.786188161845743","76.08551268651311","76.08459044603079","76.0440463310479","0.0"
"15","31.83081698340267","22.390466071639544","23.592490473218078","85.14309240676293","35.25498805064775","16.427811934271144","73.49782649090862","76.67300679299781","79.49975159235913","0.0"
"16","34.568838815676926","21.334195996563338","30.88426844654662","83.88002138611331","36.2951802922244","20.405317621382142","73.72923971523751","78.31804988021803","77.85139105492172","0.0"
"17","36.65503169209619","21.114670629224165","30.79304398296256","65.84061948394252","36.492841287082136","19.763128637877504","76.4154652431374","73.00237566028618","60.81844898508706","0.0"
"18","32.56651318415824","22.814191126172013","28.41298387852001","74.108900000146","32.9976530735679","13.042495046121395","75.85143677143712","57.896267802152735","73.74932383140072","0.0"
"19","32.62050240587177","23.133138521541625","30.677596081392714","84.21790981737928","35.221299830722785","17.040352693621877","72.86653591086615","76.84793373146177","77.95758100163903","0.0"
"20","36.18609638449348","24.023603436358055","32.47596373624471","89.34491801464539","37.070655009572185","21.70773328826017","74.94634228681618","78.52882114407373","81.32457167571944","0.0"
"21","38.33340804700457","24.618201128689584","32.099959800108856","91.68654232566833","38.632392443820315","21.678198482751565","74.88139102688883","80.96639743828496","85.70063019730306","0.0"
"22","40.288632178645045","26.80558046317599","35.48454054218384","90.06834928525885","36.921900942326246","22.736710561677633","76.52856592316158","80.18891134747155","88.5261641974852","0.0"
"23","41.490402990256264","31.63872377752046","39.65761351517986","97.83735588015892","40.3147356777314","25.72408679898304","79.52624523613478","89.18486489553283","88.31555159602327","0.0"
"24","45.30237598566993","34.98351792974174","44.95992468179914","101.70661201475085","43.978037032117975","27.929146905183757","86.05015256253351","91.31476773426063","88.03239863207841","0.0"
"25","51.38746677333432","37.35768554002808","48.05224226137231","113.57726197285491","56.253464444275856","36.505683412079904","96.69898647442122","97.50985652714795","90.72955342476988","0.0"
