"Time","Stock_1","Stock_2","Stock_3","Stock_4","Stock_5","Stock_6","Stock_7","Stock_8","Stock_9","Stock_10"
"1","96.35134240326695","98.65435622207372","95.96871711450198","67.27239748469889","91.47081880950421","110.0","67.80056041091802","65.94727430347454","63.952100539930285","0.0"
"2","82.70268480653391","87.30871244414743","81.93743422900397","67.4152145141549","72.94163761900842","110.0","69.50019658849524","65.82089262183428","63.8082532097105","0.0"
"3","65.13274417639587","73.01834177611254","67.40392147155359","68.3281814226228","52.48305705388065","107.78103964312001","68.89365956880934","67.51254648720965","69.16049379024591","0.0"
"4","39.227742812780434","56.44519158664083","49.13149279308365","76.12556599830151","35.75100103950685","95.56030551766175","62.07840172761989","63.717796133282945","72.06962244231606","0.0"
"5","40.55051328683004","39.85061417189682","34.70920701572157","108.42925615106654","40.90374429672281","75.66487570098637","63.04476561056414","78.57157750326323","103.53330744090613","0.0"
"6","45.958679493753806","22.660249371837033","39.90301445621858","140.21699043478793","44.738237355174974","52.75650634575248","72.36369288478976","100.55455442926413","131.35716293414018","0.0"
"7","51.19075417539153","25.070060097358283","43.275170766590584","148.68020099621805","47.62572911562076","44.70757812800957","71.42212963501143","115.81683607995271","128.00303695070912","0.0"
"8","53.22628405210009","27.5830737600945","44.417832583926526","145.57875296292264","47.6796297725709","44.66025818579297","75.26985448776605","115.10209756605589","125.21751618960053","0.0"
"9","53.212308479035165","28.1611912211743","44.60771784005456","141.85644845263062","47.070554854221","43.59626915817121","75.96193142010841","112.98378422540942","122.46983606454779","0.0"
"10","53.15438355415091","28.58937852517088","44.56126417851419","138.61256964269546","46.53270252600191","42.57058821146559","77.16206571175448","111.1435695672349","119.79359944448078","0.0"
"11","53.43755994096199","28.961552804089926","44.52043183191404","135.956937572211","46.47484736557213","41.99652615140593","78.38713814468635","109.58495692396767","117.53201150629029","0.0"
"12","51.60991835567391","28.05545293308538","43.44595677909612","132.62753591308666","45.349387328039214","39.70851245955151","79.30197903728816","107.67038193343153","113.9626497884084","0.0"
"13","48.43976424755814","27.733669775352315","42.160532304048544","128.65717907269746","44.12437326328858","36.541672474121576","80.98943294612903","105.66743985851275","110.17732145601927","0.0"
"14","42.56666557444444","27.02816271943232","37.85803167593841","125.15758397817663","39.706908373763625","29.440823354645193","81.94243682192348","103.42070554249506","106.87825221841524","0.0"
"15","39.55147189055669","26.69511975003705","31.372400875431595","124.84354651992429","39.38409446665736","27.117590205768778","81.51033590689728","102.0654234647653","106.46087204305651","0.0"
"16","38.16315016723647","25.665242747577757","31.145941101300643","121.35445283146679","39.758885782264336","27.108936562435893","80.32040945793365","101.86539997613203","103.94704623283167","0.0"
"17","38.07929902333067","23.94753274568066","31.210224618063563","99.81573678356156","40.210382645707504","26.111219540250456","80.61768570068936","96.65685636443402","85.22488208528658","0.0"
