"Time","Profit_1","Profit_2","Profit_3","Profit_4","Profit_5","Profit_6","Profit_7","Profit_8","Profit_9","Profit_10"
"1","13.648657596733047","11.34564377792628","14.031282885498014","61.75700227710041","18.529181190495784","0.0","64.51060769665165","60.29441685428829","55.88320772130652","-300.0"
"2","13.648657596733049","11.34564377792628","14.031282885498014","61.442839453616976","18.529181190495784","0.0","64.51060769665165","59.80950438228232","55.09152460152992","-298.409241584734"
"3","17.56994063013805","14.2903706680349","14.533512757450374","57.760762624061584","20.458580565127775","2.2189603568799825","57.31333925238096","53.861901049520334","52.602042910828644","-290.60941081442263"
"4","25.905001363615447","16.573150189471693","18.272428678469943","44.68836135098089","29.029690719299523","12.220734125458257","42.14981002507251","46.337502924642656","48.624341924733734","-283.80102130174464"
"5","28.98491656534961","16.594577414744013","27.46179184624333","39.2044090553375","31.340530663232826","19.895429816675374","39.39242082177755","35.95029615189755","36.570332149050444","-275.39470448430825"
"6","31.616842470671","17.19036480005979","29.152975692415158","56.900527869854926","33.11886547608879","22.9083693552339","37.42472874850429","39.91451299474177","52.549341011101504","-320.77652841867115"
"7","34.63556388626009","20.79335559678293","29.383349762841792","46.167516267266166","33.23379016177484","24.50449445167205","46.20209609754406","53.12113315838377","42.787924629553444","-330.8292240120791"
"8","24.87602760314158","21.896090711262627","27.825107467131808","50.7749200732207","22.483676773420274","19.39973977075106","40.81054081804214","39.073738767943695","53.04002739912641","-300.17986938404033"
"9","22.044121304061616","19.973498434967254","25.947754566440526","52.57563539020415","21.265913988548924","16.44547011268774","45.800127338636116","49.031494861973925","46.915984002479746","-300.0"
"10","25.98534909511958","20.468083718533304","23.092057523008577","53.00988239454069","21.141439710108433","16.391075790717835","44.168093489756664","47.741420362799815","48.002597915415116","-300.0"
"11","24.670198100856993","20.785709351654","20.49742270903406","54.89492661994735","21.920811634496538","18.172301448829852","42.33518581369535","48.45931381490727","48.26413050657859","-300.0"
"12","24.09547467405143","19.22393020837801","20.63285810892291","53.91807519381287","23.117353666165016","18.960949328154605","42.97569067130979","48.231381694936005","48.844286454269366","-300.0"
"13","24.780014871165108","19.164660772770358","18.814067313137997","53.651716747055595","23.81357984671621","18.249456919986777","44.525536575353385","48.00813819866257","48.992828755152004","-300.0"
"14","25.29699462308126","17.62311710597736","19.400057668882162","53.98664620692322","23.697043088843788","17.596218402039355","44.192557548983615","48.178242136429276","50.02912321883997","-300.0"
"15","25.48995652241986","16.110184904081038","21.60748261098687","52.96230146742338","25.144731990753705","17.93583847700908","43.113041579813164","48.00830681074493","49.628155636767985","-300.0"
"16","24.709405392257388","14.766854383766638","23.33312442792691","53.36015542848471","23.215548625726488","18.43595173171643","45.54190297878808","48.00193064612456","48.63512638520879","-300.0"
"17","24.204933748547788","15.611386778637923","18.961124103916852","55.83276618256405","22.869523385262614","17.595244177721295","46.85215201679655","47.15607414279925","50.91679546375367","-300.0"
"18","18.859593889240635","15.727349713592673","17.065890274289632","63.706685704567946","20.029593874169553","11.97383386167598","44.54864474163509","49.041732955254446","59.04667498557402","-300.0"
"19","19.37053240449338","15.023032515689756","19.92072957375446","56.8295053876783","23.43259851025876","14.283757821540489","44.177337698340665","58.85868201805084","48.10382407019335","-300.0"
"20","23.526737533928817","16.02034224600962","19.504269165558874","54.843583242545066","24.567271771474513","15.345930426435263","48.46235544855152","46.49747535663731","47.051957331717595","-295.8199225228586"
"21","22.827776382226382","14.982472891724882","20.1743213631942","53.71894869003865","25.345759349143457","13.980736690488015","47.42677079345784","47.30341076623871","48.722646489121566","-294.48284341563374"
"22","22.820381828315142","14.233818848634947","18.517740285639015","54.75450120721911","26.13747328894847","14.489905185092551","43.46111782014756","47.617458392012715","50.51920866322775","-292.5516055192373"
"23","23.892181468450453","14.865775637356938","20.794998538558318","51.904975787925586","22.440156972282317","12.829787352951177","44.50969842327344","44.81353326840334","52.690387254367586","-288.7414947035692"
"24","22.36419359195219","17.448943905850136","21.333724667592314","55.29668665179167","23.97209744379951","14.162233537160297","42.09204683722833","51.01423584302754","51.23917291531535","-298.92333539371737"
"25","24.09197786238753","17.38429808465395","24.212092701329592","54.874726396940915","22.5278150506221","12.755341149438179","46.4535340202268","50.89635547684954","51.92464151359758","-305.12078225604614"
"26","24.69562065905851","15.04855101550325","18.27593352475695","58.521397816995766","28.77319432260366","17.66180020729775","53.5184352517082","50.563946136885676","51.58780680463113","-318.6466857394409"
"27","25.67754596692729","19.00575240301409","24.666927332507505","50.857114706779484","21.861205651181496","15.766464631244173","44.95899125524029","50.283178496719806","52.63615000588268","-305.7133304494968"
"28","18.8092383273597","16.037632610608114","20.928603905714105","61.84223090677885","23.29026249045581","6.012708459167289","49.43978020947078","51.87758225951266","51.7619608309327","-300.0"
"29","24.317116043365516","15.415277378080388","20.002031533866326","53.87765567588165","25.771288601886802","16.4327973754515","45.876274719897744","48.83058765544437","49.47697101612572","-300.0"
"30","23.033633794545956","15.811048583789342","20.799864775870287","55.220215963900046","24.50747991287279","14.342409949380894","46.72142132932928","49.606659785850944","49.95726590446046","-300.0"
"31","23.382247422869096","15.865302278582464","20.27067686668982","55.19009350441184","24.19862887018765","14.036738849943152","46.7388805257701","49.409266748118085","50.9081649334278","-300.0"
"32","23.07689353930026","15.828433120264812","20.482674087131294","54.98481836717785","24.52496937884725","14.195920373046283","46.76800848140549","49.95166266846994","50.18661998435683","-300.0"
"33","23.359456594060493","15.750095883332506","20.365116491631298","55.19049589065849","24.63222619255729","14.503852295242883","46.912444179405796","49.50366025612443","49.78265221698682","-300.0"
"34","23.343701559739035","15.696519272131813","20.325810920198855","54.96207269441415","24.702478418294454","14.353433827208208","46.92422133870052","49.32539473348643","50.36636723582653","-300.0"
"35","23.288549652459963","16.212592679928488","20.917659245499205","54.8424101259126","24.301221383017364","13.701439112318123","46.831355320587676","49.53406116322957","50.37071131704698","-300.0"
"36","21.960475211538107","16.980126964802736","21.37409566084672","55.72203488664045","23.69707992664585","13.01499970783723","47.362358193902026","51.05865697511207","48.83017247267482","-300.0"
"37","21.921732805115433","15.011565025473585","20.51314549542556","56.50243662256594","25.162955854246235","13.403408732656922","49.56428895439399","50.02385575103227","47.89661075909004","-300.0"
"38","23.21490546949105","12.13015310248526","15.224361373367197","57.1102963627089","30.46109185060594","16.372623207276003","50.53142752718395","47.56710936472595","47.388031742155746","-300.0"
"39","25.915671257889002","15.308483851794728","19.823136171504927","51.609797852575056","26.51390041909839","18.587570829669257","44.68630242764897","48.043468882535024","49.51166830728466","-300.0"
"40","22.58374157822496","15.93808536455004","20.589378717006483","55.73825734011326","23.827475759657304","13.891503102971898","47.74901120255126","49.84254001898543","49.26753806383665","-299.4275311478973"
"41","23.47581607521443","15.817812605418842","20.43481010675144","55.06915583693373","24.730845485630052","14.12748301192462","46.90662498601563","49.57955580602611","48.661677524493754","-298.8037814384086"
"42","23.457352487804357","15.720121373085096","20.48401262215627","55.243093862154375","24.649417564976044","14.05848833878374","46.870084893927505","49.46051867832596","49.43413289347787","-299.37722271469124"
"43","23.55705216867452","15.729233944427396","20.564879578287076","55.358854542733255","24.714262418997627","14.132604959811529","46.82260253005451","49.43255088696362","50.13955968229395","-300.4516007122435"
"44","23.604676221780654","15.753569788182615","20.57614499379276","55.36522219671105","24.76344994209161","14.11007500303257","46.860905298534774","49.53737712509111","50.4922704311085","-301.06369100032566"
"45","23.63223951278737","15.771302005009554","20.489542100864476","55.25559264186481","24.711407067101746","14.009059314702638","46.91244359076319","49.59728496970115","50.34430673694248","-300.7231779397374"
"46","23.620781701668044","15.758474789464632","20.34940223014481","55.174175492482064","24.675626817527224","13.939052523877423","46.899884483414304","49.59691704103461","50.04657829082883","-300.06089337044193"
"47","23.69463637001921","15.719389148494365","20.198223346640216","55.17207208000366","24.633320375022933","13.958777630787885","46.83903827812682","49.544975709373155","49.989474766324165","-299.7499077047924"
"48","23.56306691684467","15.68684035871387","20.186238961233897","55.21453843307747","24.642464886406938","14.011601312375051","46.86025483570279","49.50884799218115","50.17145328449948","-299.8453069810353"
"49","23.468076055102237","15.766911449724363","20.160463223297548","55.11830550165508","24.70256640515079","14.048463752131813","46.892946195499846","49.45426228633347","50.32355042069205","-299.9355452895872"
"50","23.793303606640514","16.09680827978374","20.754488941230832","54.74406342071098","24.589002170669552","14.384845300439748","47.235274674147604","50.01663734176338","51.103084740999435","-302.7175084763858"
"51","23.01713101059616","15.597051431452103","21.172331261220535","54.9860348202036","24.916441260861525","15.588451303798522","47.581584726000024","47.92779094637987","47.21223895822287","-297.9990557187352"
"52","22.422347409442082","15.773148582733585","20.215642329787222","55.11382846595194","25.32636417956551","14.712800254681941","46.864116420072804","48.20122330045792","54.538290818671726","-303.1677617613648"
"53","23.374547619127622","16.15630140425631","20.184922721855457","55.5399436881733","25.129791511804115","14.780436048650468","46.59119518460318","50.700835375180205","47.691013867045406","-300.14898742069613"
"54","24.122075722141936","15.908764734472175","20.313330054710182","56.39494388453081","24.05270349641978","13.71110045008331","45.60485781717274","50.04017510622195","51.58961998081388","-301.73757124656674"
"55","24.173887897100496","16.01824507410069","20.837188233222932","53.837862001049544","24.82672612442051","14.809217835940592","47.21287932757019","49.25352028415753","50.842917176991676","-301.81244395455417"
"56","21.581940470587163","16.257547320756114","19.87858875251622","56.002664014482","25.900843673441774","14.406701500487104","47.864798743228","50.412642508755226","50.6654859859358","-302.9712129701894"
"57","24.506224578190576","15.360273840274301","20.98008813657738","55.95120583910028","23.43794295011866","12.874607955731376","46.28946986579378","49.730261953722206","50.87672503283875","-300.0068001523473"
"58","23.336737486569263","15.718898458815898","19.905941410600747","55.13754825658886","24.901568244504844","14.32733037182749","46.97400353778464","49.44092219279451","50.25705004051375","-300.0"
"59","23.450652683231247","15.729649618736529","20.210564168580742","55.15260371360031","24.660280531146782","14.033141611263847","46.948641627052794","49.48050916697363","50.33395687941412","-300.0"
"60","23.45752899041559","15.739759027911592","20.189660603200593","55.166511058494585","24.676468249221415","14.054243722538375","46.94589017483231","49.481271329395526","50.288666843990015","-300.0"
"61","23.459844106739176","15.746154210961983","20.19297062990779","55.16173529883857","24.681584675377355","14.057723364533539","46.947837934145625","49.47751417202031","50.274635607475645","-300.0"
"62","23.363232197719867","15.711725091931875","20.04731213335974","54.885957888705946","24.565816957918187","13.804441213463686","46.8827097530706","49.368077869078604","51.37072689475151","-300.0"
"63","23.38336884101359","15.875668323852127","19.713843153504","54.13979110501841","24.489560196477626","13.22545675111924","46.79042452137669","49.02364103941541","53.3582460682229","-300.0"
"64","23.058316283131624","15.71472264038875","19.58843217805574","54.6232976595997","24.264665678765375","13.095007233899542","46.91129982238141","49.68488324499093","50.41128153571728","-297.3519062769304"
"65","22.994130549616674","15.363728937102904","20.156024887548007","56.59895839087785","24.202636498043947","13.689086408547947","46.54033219490908","49.890822694581715","49.30317919527211","-298.73889975650025"
