"Time","Order_1","Order_2","Order_3","Order_4","Order_5","Order_6","Order_7","Order_8","Order_9","Order_10"
"1","1.28535544093276","0.38765303787754624","0.6886431260844781","3.2995204769197275","0.4073494525785788","0.0","0.0","3.3047319366702026","5.95116393949285","300.0"
"2","3.732577448239465","2.727072506168175","3.048615437438839","5.85529392655147","2.7424790167676245","2.326174307353348","2.326174307353348","6.011205610531851","9.019753862319565","299.99999999999994"
"3","1.7896880143254148","0.5338325305050633","0.9150688361210693","9.623565232943983","0.5016809249748608","6.12302632652892e-2","6.73949681916002","12.485990228558126","11.697021363531427","305.44873590029397"
"4","1.9861083871613476","0.5623854623300486","0.8852382490006167","24.52597049825099","0.49742686661076063","5.965394085982573e-2","23.542457394055557","25.221132714403893","24.245904746893263","315.60165040949255"
"5","2.946717820167299","0.6450903287024191","1.0103338621966176","37.377963237304215","0.7077791701323837","0.24115144332179617","26.099431434402412","35.22212852092672","43.220166007079946","333.80510609046456"
"6","3.703368001707962","0.6757630326300637","1.489020502352726","49.50344703716314","0.9487067720521342","0.39231558732368643","28.065290274316283","42.69062072334976","54.785380555313395","361.45810326320026"
"7","4.52313127498889","0.7011863878455419","2.167720700841571","56.20312058583691","1.4364389028279023","0.4814484793962418","30.253538192352284","43.98164409097099","49.04590485814408","344.84135280084496"
"8","9.241940221052692","0.803020160143252","2.8325114566380964","40.37247168356889","10.851564266535636","0.5294874378058229","27.774303109137","35.552464287522085","32.978747885573796","311.4084838080924"
"9","11.593066646504948","0.9745689123752231","3.8597202805222346","29.351088455811762","10.365081118805737","0.5439975693456974","25.629895055528706","30.138589150407526","33.18497266458132","304.96753304933947"
"10","9.183869811011615","0.9586763435074928","6.50052789779751","32.44981789936372","8.805951954463485","0.535173808685017","27.3521912925705","32.123749862211355","33.907260633370676","300.4670562469893"
"11","11.253442452877511","0.9376934656087332","8.211669252232731","34.350507050101534","11.067725512270702","0.5279556242651068","28.633754821235","31.761092980834704","34.797151477812875","300.0"
"12","13.41015152271784","2.1274620322683533","9.136823483324168","35.71860958248524","11.585785630390275","0.5262489525751592","28.90627705829192","32.23862253678104","35.033833548284434","300.0"
"13","13.298030160712399","3.4696176126972316","11.36508186588884","36.06139633463383","12.342415699068486","0.510005631885264","29.239174647610703","32.28055695821254","35.28255349558982","300.0"
"14","12.870363519573758","5.029828422683176","11.497498523338159","35.67365572461902","13.02783592413335","1.096124607428893","29.887849046300836","32.13076686477421","34.95618500425314","300.0"
"15","11.95754323398106","6.853438671292286","10.463536389360147","35.84428231888435","11.95198110612584","1.2606720014073847","30.289297543732605","32.113561734935395","35.331355896965825","300.0"
"16","13.414541809414423","7.738451627704651","10.731096807344636","36.72833528226641","13.201370416400163","1.6939635781860758","29.569910207368196","32.4947152742323","36.397304991521565","300.0"
"17","14.029564810104032","7.768696294740526","12.217829226599493","35.235641675775646","13.464601150943297","3.380486042376782","28.849114480750117","32.84247342972035","34.21191018864907","300.0"
"18","15.011509595162938","7.367707752068849","12.084254280187325","26.612597462820563","13.300220413556731","3.3653271003867355","31.18044591005713","29.480244547671106","25.988898092608636","300.4342961355295"
"19","14.231461409304973","7.983842385825977","10.946952524272652","29.01924468562744","11.111396457965386","4.094340543506276","30.79782818155607","23.687843526120453","29.96447877971653","300.0"
"20","13.816290632848675","8.612117660549854","9.031981848271055","34.269687288650964","12.645121491610801","6.123297613988298","31.021368884783758","31.714044622833626","34.00215124743733","302.9587542409388"
"21","14.804191951599371","9.997727668310988","12.472633979568002","36.59077575772123","13.120638437052186","7.879374794488169","32.472569580871216","33.56773069380034","36.335473417079356","308.6352925629035"
"22","16.89001384281798","11.65428596419694","14.043492359423885","40.8811389740302","14.924563053043421","9.482212013429224","34.53433141305072","36.73341314055679","39.35830217038927","315.6309973040226"
"23","20.50355469810325","13.246401357723299","17.058942334030395","46.90621643325178","17.657902877204677","11.547274258675397","36.783923164920346","40.26701020315243","41.976286155692634","323.6049315076267"
"24","25.469569418983653","14.776428916038537","21.227091543943544","55.55491431622326","22.840474794428445","15.909003967604225","41.72343358406031","45.00985718073949","46.555772332478114","335.89253465721265"
"25","33.4131165977457","16.74587140591955","28.537745953624224","70.7337408635664","32.508021967395806","23.84018643271001","49.3929491055878","55.531401031068214","55.37798012716727","363.907172819067"
"26","44.78485654229658","19.696062858913347","36.922388771418156","88.02707361428826","44.883857058711186","34.65574966187563","59.928147009028834","69.59482305689846","66.63730839589087","395.06062520507"
"27","49.51102797084791","22.194038033743595","38.64376986740417","88.34949984739451","47.76350482865701","39.52055160296869","61.436828486089155","71.73047263327695","70.37232635078651","389.2998285320345"
"28","28.945525420528124","18.34422462010716","19.294866612304396","38.14643314593175","17.45349553345918","20.93578899930696","39.95899041266542","38.41219497338142","41.010532685775885","311.18469088100204"
"29","21.131251202298643","26.64595102818563","17.257054408848134","43.56208094760889","14.986985942224674","7.685363337974451","39.11388386611637","37.992265963938955","42.86840847308242","305.3899512563662"
"30","19.801345301335402","15.192006911585569","14.353960009512708","39.79387786860305","16.259519164338197","9.14035457386618","26.598548123492712","34.58687008064882","39.15174014461698","300.0"
"31","20.47091207265318","8.28588452577284","15.176856907497578","40.22052793013375","15.802765900858006","9.406638089854734","31.424366403519432","35.85761917310065","39.39617299320306","300.0"
"32","20.66661129570811","11.295544737587429","14.845943846324293","40.03104173944685","15.314176467976678","9.983820577922359","30.89395634409125","35.66046153446487","39.314969433965345","300.0"
"33","20.56519444310365","11.667596673272541","15.034098617385052","40.37065425467263","15.5372286676823","10.01436720135554","31.11417974547208","35.9008791059737","39.59960256084197","300.0"
"34","20.875434019733966","11.743756090606329","15.235851213583038","40.63965243492627","15.699892563484175","10.19097208646364","31.302270900067608","36.11294431550659","39.69053993186415","300.0"
"35","21.020159252810288","11.754416025339207","15.277388881653392","40.72240745173087","15.804861363704482","10.252239871148277","31.31932261717331","36.19549100301575","39.747243074273094","300.0"
"36","20.73746355405225","11.754260762406041","14.796744583523742","40.20169735363547","15.27296993891614","9.463813873163692","30.89986812683991","35.76922291126729","39.75569989587148","300.0"
"37","18.523896719102538","11.558859979136386","12.747068523912356","36.99799857332588","12.392884637521323","6.140877730639329","28.746631881692785","33.01243660179876","39.00434657905656","300.0"
"38","11.52203100495316","10.312246361788306","7.193980657418445","27.238558122627012","4.915492173971655","0.9375796206103312","22.418285763094637","25.019843818210234","33.575373462111955","300.0"
"39","4.815519312728835","6.9059009916924845","2.034738307220931","11.84324764649967","1.013705877863198","0.506868832080479","12.28904899950799","14.699550258044619","21.944003517025084","300.0"
"40","7.744601824790017","1.603796409894935","8.061323277687976","33.432330481746355","5.483830895716023","0.5536237873297265","26.82718171682022","30.792450525719246","27.944650445807774","300.0"
"41","15.177635122577856","1.173033154053924","10.677565089608853","33.426589604518554","11.278978479745511","0.5429272112261578","27.730380251430063","30.9640754327721","33.88919578073678","300.0"
"42","15.595211806213307","5.224091833742005","11.40419855820041","35.03428571289815","12.1335861756408","0.5318091935282768","28.436543410853993","31.863675187947095","33.69944248564746","300.0"
"43","15.83855335451184","9.559314114743872","11.944622026436367","35.53100607307001","12.928339404101852","7.21313633475358","29.201465282312572","32.16244493565745","34.086793899330296","300.0"
"44","16.06391200705933","9.901929684615713","12.663611189566947","36.20961003969489","13.735820711762004","8.398294851726769","30.358274843621782","32.66167224052913","34.597154363654276","300.0"
"45","16.188529608803083","10.142285804348571","12.915269875798133","36.46284693060069","14.017606236178963","8.703325756955875","30.715958304868224","32.851505694287496","34.649144280420735","299.99999999999994"
"46","16.122409798059486","10.204716010874535","13.075863376167765","36.47368001332424","14.096255875722237","8.812413848665772","30.90651266584949","32.952360784119264","34.6132797671716","300.4116820673694"
"47","15.96337531933913","10.220287917568754","13.153590065658303","36.373278954823576","14.08790896515262","8.83494215373123","31.04394317798711","33.035913004966496","34.76033025506639","301.24893108431036"
