"Time","Stock_1","Stock_2","Stock_3","Stock_4","Stock_5","Stock_6","Stock_7","Stock_8","Stock_9","Stock_10"
"1","96.35134240326695","98.65435622207372","95.96871711450198","65.7151918819285","91.47081880950421","110.0","66.15546132360313","64.39234295931858","62.482192798361794","0.0"
"2","82.70268480653391","87.30871244414745","81.93743422900397","64.53159687696018","72.94163761900843","110.0","66.2053658497796","62.93777859578192","59.69617787877385","0.0"
"3","66.08653574819479","73.4887307703583","67.78555434714407","64.43661475122154","53.10792603222931","108.87506190295227","65.1948413843825","62.97730396841881","62.26564740886194","0.0"
"4","40.67799748043832","56.86487947544238","49.47199118444301","68.64047074726477","28.513423590783837","97.37531751818187","50.08934646975041","61.13101582214904","66.97745927783329","0.0"
"5","29.978683067390904","40.22643738613546","25.62365204060969","91.81622891526592","24.851863311523378","78.69533186363537","61.02822120173252","74.61712103368681","90.83530487724764","0.0"
"6","27.83447685146045","23.037797716378012","20.69176906969426","123.21592678551714","28.94964079288219","56.39822314765664","65.31494463997532","105.48273521494357","128.1749039933452","0.0"
"7","31.037093724184352","20.712149554321588","23.799733449550256","118.70192171555257","37.80175358024843","32.051430068060405","63.86342998790843","91.5897014958564","111.3019523191922","0.0"
"8","40.261229802578086","18.46272363808664","34.573050742715665","127.64038643775287","50.0906434061174","29.5952113722989","66.83174252340083","97.41052300309232","124.57171733363107","0.0"
"9","67.15082594130021","22.649804344728686","64.62234505747297","134.82706155419297","55.0717767784058","29.689783013069395","98.9324307579295","107.8676932121322","122.80647605701125","0.0"
"10","108.66391794938777","29.40622776902139","94.5673919945287","132.54861522764241","65.05087425107419","30.26853234093998","100.54404973822577","106.93223967934442","120.05760490622859","0.0"
"11","86.66011498326024","39.750698261696286","80.29631709945573","130.62916124342968","63.880646288139104","30.53627985153566","105.82687445974383","105.81023286856707","117.70458914245084","0.0"
"12","87.30308338537972","36.771933590602686","80.60795268511998","130.0230318278189","63.61246131079992","30.33968835247683","105.6557809334694","105.49793958799779","117.2222036622882","0.0"
"13","85.70711051611079","37.010650235796426","79.77527345166914","128.76874241074302","63.08479018962538","29.300411341451138","105.53181951876189","104.73481097258544","116.2613265998815","0.0"
"14","84.67671086874313","36.68099662784239","79.26736759468693","127.4578316594588","62.06217589867184","25.961361548730103","105.20967175427033","103.83179150058734","115.45539890892557","0.0"
"15","84.31418214501514","36.64414113080677","78.86643211686345","127.26423950118131","61.75580834101914","24.210929140245522","104.69216214473128","103.55387440053204","115.2677513370895","0.0"
"16","84.05982241760543","36.544623131964066","78.76847192052352","125.57812702105505","61.56001841321022","24.106069117163752","103.88033163730327","103.37716493412519","112.86874653228233","0.0"
"17","83.94354869687504","36.38891719778828","78.75566271084298","115.35227929196614","61.559965183208355","23.985108877882727","103.85001345363479","99.03528239832306","102.30417727296086","0.0"
"18","84.11787196309483","36.415323712942794","78.61006080509657","94.77367184658664","59.79144990473574","23.352978349614858","103.29900036038914","84.82017974453892","81.7600715734085","0.0"
"19","82.59072212264417","36.465515051620656","75.7808043193836","91.78610356361317","52.23213220930006","23.591569953874583","102.13480056585756","81.05198155253773","80.1449221098468","0.0"
"20","74.31549773865362","36.3560189235981","64.97206826265841","87.41402875379329","39.92545933715444","23.52097938369608","97.704537075993","75.42479493901607","75.33876142751129","0.0"
"21","54.46603527418017","34.84907928898153","41.747963740369464","82.23960817951058","37.434863153306296","21.481465182947353","82.3038799501278","74.05193038035684","104.91996790639713","0.0"
"22","42.9199167707098","29.867921081013716","37.10229835974806","96.0949712794641","37.71833576164105","22.855013329365512","77.85818559473144","86.84762254769993","121.14175127990578","0.0"
"23","39.491635007175134","25.91044266878486","32.69399876669213","92.55513935616875","37.420812700195405","22.973351692233614","77.34173438051258","82.4272387464417","107.20054734246125","0.0"
"24","38.99404113141136","24.687045080855512","32.47875374902878","90.85292112973377","37.526317984970156","23.12979206380049","77.45389724792634","81.14474780294543","107.27659295580816","0.0"
"25","38.59288235228107","25.331955780952445","32.71979492408544","90.77637636901665","38.033887043299934","23.254728000876757","75.51890028930046","81.71112942490672","106.83012285925379","0.0"
"26","38.397928169387285","25.586243174413646","33.72055334547098","91.79046967254766","38.307968860551924","23.310276308871444","77.38729973092144","82.80048456065327","106.73399202396448","0.0"
"27","38.869722664706096","26.55611560953561","34.1854551938104","92.82218501461591","40.008345265869806","22.682275022223646","77.72309872023551","83.36662515199055","106.6957500897746","0.0"
"28","40.25036769077533","27.20989682934349","34.85467486650629","93.50822203312099","41.32247138078963","23.72138119311623","81.1819048860983","83.70448567002285","106.66185063435086","0.0"
"29","41.2678618774278","28.44758275519909","35.495231415641975","93.53902352879933","42.859522043251914","24.63878494058133","83.70542596668507","83.9675174263083","106.63697969136828","0.0"
"30","42.91760333328408","29.66056785728447","37.180258162452944","94.25011325975268","44.08905201001966","28.205159291977367","84.06443043588536","84.00476355465354","106.36439388167747","0.0"
"31","40.807655203374935","29.81578555976507","36.40472480481786","93.9723172921994","44.29327636673415","31.478723763063265","84.17953267095962","84.01276473209737","105.14836216248239","0.0"
"32","40.93362387973301","29.908689765506193","36.54591415470625","92.93151222825212","44.39932972170623","29.584809254392678","84.18397424928436","83.34610248636963","101.25806011414738","0.0"
"33","40.73213482903546","29.374120057150392","36.41930513509619","92.74744904935679","43.952987382446906","29.649180420877826","83.93996396828052","82.81625413489024","87.50129276241789","0.0"
"34","40.612173699004614","28.997116323118927","36.47509125264275","91.85265935026783","43.475323072632186","29.633156625035877","83.6128922650971","81.70514514088207","81.64252488583963","0.0"
"35","40.644651889797565","28.906035091249844","36.38435047060367","91.68270492248061","43.36088770114941","29.60412852704571","83.50892405484885","81.7260296354536","83.05577588830873","0.0"
"36","40.56246602847485","28.837817206317634","36.32224254046278","91.60099997337772","43.31128733704496","29.587724171674733","83.49166077253778","82.35737160929034","85.00097847483588","0.0"
"37","40.508981943523","28.830297586802722","36.30288736973671","92.1831260757715","43.29630595905118","29.600496472182158","83.4881283967355","82.87441543109499","85.87310071098463","0.0"
"38","40.47120009839203","28.784377604093038","36.16502380528599","92.58107631007529","43.10004965131802","29.602470131210577","83.21536616806205","82.9946990980455","85.72499940662983","0.0"
"39","40.25856614689695","28.44908173648936","35.82277285819048","92.39406055258875","42.24989868401919","29.56475472699452","82.46108574352611","82.84285030574296","85.22780656199018","0.0"
"40","39.45845966959532","27.735871921258447","35.13475086455922","91.80964871616395","40.80710523398669","29.07568536400232","80.5907739606521","82.51952717600706","84.86424454933318","0.0"
"41","38.04412887721924","26.463679990660474","34.00349685893379","91.05768221843618","39.00607576156422","27.610113692814807","78.88735671788588","81.88869676019378","84.44361708614996","0.0"
"42","37.21157862200658","25.634219163973853","32.61540318595802","90.21649550516352","38.86586053909733","24.404511190035986","78.70841513293954","81.42685415331573","84.04260099745989","0.0"
"43","38.79017436527056","25.627558621434623","32.80866846638722","90.40942569116137","38.669229390489285","23.924408673527093","76.69537537899923","81.53402187784798","83.9277081328438","0.0"
"44","40.79648126699901","25.796927290254985","33.32691974372965","91.99994808808489","38.66459873726617","23.612515955547153","77.74422079396496","82.50147868852687","84.55171550129036","0.0"
"45","41.38145492119178","26.437230992756593","34.07006210021622","93.23905083926464","39.34990571571267","23.43162010882389","78.34185664629797","83.36522450594548","85.18497305984343","0.0"
"46","40.24828905436516","26.932601421922254","34.77528081164482","93.83452674644553","39.68838595771148","23.63096005610888","79.6811872267528","83.88488288467765","85.40114057419575","0.0"
"47","39.47610579537327","27.386769375740563","34.7646470864485","93.4063670762475","40.43149908485415","23.504415458845045","80.12754748371553","83.64748516376496","86.21078287939157","0.0"
"48","39.78450771231475","27.07996955785021","34.40872201209688","92.8893479894647","40.57947163063214","24.4699977292156","80.40366803845555","83.27081039142153","86.21333580616046","0.0"
"49","40.31629099203688","26.91970385594744","34.100540160293015","92.70643353117069","40.90197765961085","26.550038113684924","80.42570514256082","83.06824454134416","85.78780296284631","0.0"
"50","40.33688065652033","26.91967382592409","34.10299149277404","92.65409833505382","40.76639475846377","26.39820173223028","80.45086152326947","83.09473223195103","85.67762758192771","0.0"
"51","39.856339203373786","26.935633582484336","34.11142346492669","92.61095594074888","40.77073132443397","26.484068722201577","80.46666727677011","83.1195129287102","85.72238552156635","0.0"
"52","39.493928268541204","26.94196939866323","34.10996782488919","92.39142109757611","40.77538529227267","26.46315541955103","80.4629144583788","82.88261653122791","85.47250788303248","0.0"
"53","39.45913931610604","26.907914945368905","34.04353654597387","92.20030347983676","40.73091570669977","26.464949757888064","80.40926405339182","82.70734226865825","85.3000880177751","0.0"
"54","39.697537631949075","26.843928448967908","33.95716727382798","92.0994181293025","40.64074735362933","26.45801203714131","80.28541735202897","82.6549234811884","85.13315847115335","0.0"
"55","39.55627289000681","26.820350241337763","33.94932425530152","92.30752315213411","40.61244021278509","26.456191994817477","80.25904374402926","82.82301105367294","85.11879965664377","0.0"
"56","38.87243631864232","26.811952920602014","33.892893826628764","92.10083531511471","40.61233863607727","26.45603088065887","80.16024534699169","82.75321807115813","85.3634655527717","0.0"
"57","38.97392307824984","26.61353465940362","33.57923313377503","91.51239176436447","40.482365483436666","26.443600973563644","79.79220384733523","82.29501978096226","85.37280130796157","0.0"
"58","39.86444438094735","26.158642178939026","33.039846862402186","91.27200206871213","40.073458962549374","26.345224853906423","79.01025807463637","82.05715203933748","85.05452918716252","0.0"
"59","40.003161751702336","25.593497472043055","32.92497863524062","91.7300013224255","39.26212976406322","26.019339693038123","78.54998865955768","82.33177968227342","84.61394490771515","0.0"
"60","39.24344788930804","25.99611446889977","33.3804598826785","92.37671450960435","38.570429544395935","25.039556688672466","77.78910934841029","82.85775907717687","84.67888386737198","0.0"
"61","38.869084585669455","26.395700372643063","34.11927158056026","92.4930675218287","39.05312477819828","23.759435620974944","78.13293714977074","82.99880642909724","85.11510349094232","0.0"
