"Time","Production_1","Production_2","Production_3","Production_4","Production_5","Production_6","Production_7","Production_8","Production_9","Production_10"
"1","0.0","0.0","0.0","18.09507659666515","0.0","0.0","20.302766958847897","15.175117210791385","8.9991309476505","0.0"
"2","0.0","0.0","0.0","63.25052428234672","0.0","0.0","64.69101912145426","61.643458088712734","58.07278692606562","0.0"
"3","0.0","0.0","0.0","64.66231427774906","0.0","0.0","63.39609575834799","62.72741658954041","62.266898632183704","0.0"
"4","0.0","0.0","0.0","68.55644888863289","2.400859156088959","0.0","49.40644377139999","60.77124478498111","66.66103592008155","0.0"
"5","16.78037104823031","0.0","8.105476329108896e-2","90.36085982886384","23.676768731613098","0.0","61.0921879164974","74.18140777487294","89.22680134077646","0.0"
"6","25.85907358814772","0.0","19.337305233259627","110.82581805423592","27.469608497748233","0.0","61.814980430529204","100.60893331375088","122.0048723100892","0.0"
"7","28.772954693402777","18.03548029907062","21.962451244453874","106.34973386870465","37.15362172744983","0.0","61.123536196370424","80.01991048489717","86.65495515305362","0.0"
"8","37.9856903988338","17.531623087705267","32.072437229931246","96.0158292046493","50.33328066489548","15.2090260684501","62.02919867537125","87.14156134141615","85.496048054416","0.0"
"9","63.9635816536885","20.703234908444983","59.96445536893663","105.47597237826305","50.654130300377304","20.235578158155242","93.03500264152545","103.54321561118358","81.87242348126041","0.0"
"10","126.266090701838","27.29195139771099","92.791511451909","95.16985255488837","60.61262186181042","24.224800965419213","101.15322776784988","87.2049831129917","79.00948941716234","0.0"
"11","47.89194641582668","39.4219723035878","49.15267267368861","94.84957461140849","31.86359241913543","24.040849850440917","117.38922872213028","84.67089579798413","82.54020998861974","0.0"
"12","19.046601481436724","53.00840992208812","16.524411285177834","88.67626068764447","40.22316298817369","22.01619345442656","70.90127480240346","80.55540344890159","81.52747430739768","0.0"
"13","25.224333096428666","16.8592301296215","21.771498884039644","85.75846637505468","36.71905302705515","20.370932151652948","74.65123385475252","76.81937981368797","80.64822499785642","0.0"
"14","34.29142223661639","15.74060047628624","30.42478366421797","86.42247207305806","34.89331251780203","18.17667406135666","75.59253325928469","77.49273137553507","79.27768683687273","0.0"
"15","36.82563420040637","23.339748082431825","30.752301983064847","88.36369003575628","36.08995676926006","19.729474537819726","75.83170361693237","78.78006144788233","80.379732070447","0.0"
"16","37.55896206197859","24.037367950867278","31.619302948827553","87.95948254379638","37.15194279483545","21.51741670874346","76.68298008643767","79.27293886714533","79.78342476223105","0.0"
"17","37.59026416456043","24.384644635149016","31.874578191974315","81.13699711415065","37.152356873438464","21.497754932288355","77.35953205237456","76.00236681763168","72.80257415070996","0.0"
"18","35.58778080121047","24.90260241081915","31.207222142817578","73.29659990659506","34.65125845549668","18.844069988263197","76.41523163772631","69.32458687907057","63.06766910026431","0.0"
"19","30.512554259588377","23.968588797843676","26.67713172517987","78.02294855228884","28.17289739290286","15.691572422708898","74.26524170646543","74.65745697502192","78.34431111126153","0.0"
"20","25.165989304962864","23.481864920889016","20.436786724904444","84.56815012305638","24.704351177900016","18.273013351847233","70.76241182200937","75.26959724451723","75.48581897609219","0.0"
"21","13.527083958465077","21.177004440759177","10.687280190413148","80.27263791491296","31.416409406035505","18.992964263004367","61.113830127605084","73.38878043551938","105.46671374285852","0.0"
"22","10.377952371376253","14.933595498207687","16.34538186792995","92.13416076218421","33.19092930311459","19.542497830075536","60.08993811128812","77.08880147948437","111.08255539527298","0.0"
"23","29.890996602368226","10.104767462199053","27.596437206937274","86.79129003121601","31.214872274390025","19.155942963762943","72.57730324869547","75.20728904959496","74.90079051050236","0.0"
"24","34.662004882599746","21.95814949458082","28.920261167666183","83.9468453684854","33.71241679495411","18.824606169936263","73.6069146486829","77.60088500942587","75.05235130228661","0.0"
"25","36.00800248325437","23.84545134806574","31.358902517940535","88.79202482893693","37.17291383752926","20.463843463779405","74.28193614790987","81.15533642132606","80.70956650654065","0.0"
"26","37.16069515120285","25.32685672048084","32.71078539940298","91.70957474458453","37.881906299071","21.489069963253883","77.26805921229489","83.78751391213095","82.5549209177689","0.0"
"27","37.955373490510866","23.559906127449246","32.55192188248032","88.00576702863549","35.84560211218696","20.723912649658363","76.79809795847794","79.13094265918548","83.5356804531792","0.0"
"28","36.47190056849976","23.361011971806118","28.94890237498028","82.35339675177244","35.15057583128161","21.7679339820777","72.9840292323246","74.68168787699643","84.1430128568534","0.0"
"29","34.020869806700354","25.34013256983116","31.008680496883322","85.7272663574815","38.10031634219266","26.10796723747076","73.48076127539231","76.5507863065863","84.71552800421748","0.0"
"30","41.17196447081221","32.43606328386639","38.249603911917596","101.94989425820808","48.10679690627875","36.491132841248294","77.23986366747975","89.97453858594913","86.5737417382301","0.0"
"31","50.14061093947145","41.623431754995146","49.093483667748984","113.53141182056712","58.24739321386932","50.1293231611811","90.30175493286937","97.56135016450308","88.96207643159171","0.0"
"32","68.54522689294572","57.60317160058834","63.95037178009778","133.61158424204143","70.53288136776379","67.36102798627411","105.44924245827356","113.2555343734682","91.21765139835456","0.0"
"33","108.40960615893462","44.80634980824682","82.86086564596354","143.52806683614818","79.13864677955875","24.322605766402553","136.4148901337189","121.60756072092828","86.29073274959522","0.0"
"34","62.96826721996473","21.99769607329644","30.141614740686634","95.3129529137056","37.07907741074696","17.777377489341532","82.46952763219042","87.66508670910565","92.46653278147993","0.0"
"35","20.495610886571555","26.10495597324273","23.514030407063757","89.32204033927016","35.859638516232735","24.042644983071312","71.52908682475315","81.35629293368895","86.10216598052928","0.0"
"36","31.052738937020756","24.690275207420378","32.26983786392037","89.07962870348555","37.185881707455195","21.804943267281068","76.82112061033337","79.97468176497303","80.77839555200931","0.0"
"37","37.33176359944901","25.647386910927157","32.91151314307871","90.34340103476356","38.26562622798278","22.3748213277107","77.50996903835959","81.36106150792232","82.1986301983571","0.0"
"38","38.63399210644081","25.982491287175286","33.306674263979616","91.39087358343062","38.868707327722696","22.994328860796948","77.92694871945731","82.09812547634883","83.10412660173435","0.0"
"39","38.98071937942294","26.117814009393047","33.51483711770982","91.72792313521349","39.077983358789005","23.131290842335083","78.08611770136133","82.33364808588699","83.36697882086547","0.0"
"40","39.042044380320796","25.88413557712242","33.48433550937373","91.56758821319116","38.773973356096974","22.379703489501594","78.0064550472952","82.20922097044274","83.40923009601667","0.0"
"41","38.57358308574682","24.599793543140898","32.312377480436","89.44652001473577","37.04202552441476","19.79100601423891","76.90520544771032","80.65725320432121","83.09110548457909","0.0"
"42","35.26421627156223","20.934773140489945","28.06355248304471","83.10925887018017","32.18739349714812","13.869331984626132","73.17254287231825","76.00377306769047","81.54790287390897","0.0"
"43","26.46149587533062","14.80781504028731","19.609563930877925","73.9491645782664","24.399774167940173","5.232382882629505","64.60072008371941","69.86376275460833","77.66040587318388","0.0"
"44","12.13556111880171","9.694427903550515","9.523661501971603","62.44772563688514","15.716575755497473","10.771518081115868","55.42174927108728","61.30105878384303","73.10672049797094","0.0"
"45","5.001261549922283","17.723205516849372","18.660336450708286","72.99492378271495","25.92997812884388","11.676386655399448","58.88807123607485","67.0218246088042","69.57693872181692","0.0"
"46","28.002775486612776","19.784079927274192","27.260595160643398","80.88572910285949","31.12011043116079","15.301717981409237","72.25967795293796","73.69295091720905","72.60858199300556","0.0"
"47","35.0080010934021","23.534374364213704","30.13260787763457","84.88045235116681","34.82016224411496","18.87521890560377","74.74383898177543","77.4175264220231","79.06532938830124","0.0"
"48","36.312604380742265","24.84152360565096","31.680139037813","89.18688924665808","37.31030943919492","21.3634766809063","76.4529302192647","80.59608278433028","82.74216984373547","0.0"
"49","37.32060291739248","25.443425907986228","32.61454455994678","90.37928453815259","38.19182964290766","22.496626672298188","77.64152660848085","81.34854786057686","85.01693806682478","0.0"
"50","37.63587876019162","25.68335467173952","33.03237263154004","91.07123037720854","38.581120858070655","23.020260900013188","77.79979925113555","81.98070917768274","85.1266982093238","0.0"
"51","37.74986594846289","25.80779330024502","33.16667412267548","91.71457311133433","38.73989843587554","23.189844401336288","77.95571598081632","82.34488759674183","84.19180182794449","0.0"
"52","37.805763624023186","25.902076708853777","33.206341271451876","91.88502224272482","38.855651006534195","23.212022467757638","78.05293930087674","82.35853114797654","83.68148276536118","0.0"
"53","38.141258478748874","26.09080048616944","33.429448909984934","91.90453440401164","39.10484314426372","23.383284164038944","77.84040350595951","82.39193095411785","83.82532699492594","0.0"
"54","39.71401370114696","26.513417266837823","34.022458332078926","92.47067674740374","39.67066184929551","23.89765512683195","77.35289771370265","82.85142291531152","84.26126873580193","0.0"
"55","41.2640617621235","26.83151899617983","34.59928205260366","93.2489714059285","40.11485013278752","24.30924626943462","80.42794447233231","83.46559366657334","84.57228973991846","0.0"
"56","40.04465671330425","26.104607195431484","33.42605006715288","92.46658034587142","39.04711279372272","23.196788755862467","78.35319362169922","82.91143660483392","83.81543027449725","0.0"
