"Time","Sales_1","Sales_2","Sales_3","Sales_4","Sales_5","Sales_6","Sales_7","Sales_8","Sales_9","Sales_10"
"1","14.934013037665807","11.733296815803827","14.719926011582492","65.05652275402014","18.936530643074363","0.0","64.51060769665165","63.599148790958495","61.83437166079937","0.0"
"2","16.336612303163765","13.028093542285708","16.035275581128104","65.37130013104058","20.22703746545466","1.2815515655446008","65.79215926219624","64.04895345346212","62.15757982112079","0.0"
"3","18.13217466837","14.25214162503893","14.932382902423356","64.59390708162093","20.2625356525806","1.100994780590395","64.51060769665166","62.99954272171169","59.6455509392042","0.0"
"4","27.111965554418575","17.114315421369767","19.098153233565704","64.66231427774906","28.84927434350613","11.491627685454556","64.51060769665165","62.846002678979005","62.2668986321837","0.0"
"5","30.50153247493818","17.206493561268207","26.53948021640069","68.55644888863287","27.079434020375658","18.458649812565007","49.753894823443545","61.253194974692086","66.89619730597072","0.0"
"6","27.797275222664503","17.720020438372828","23.92913856571389","90.36085982886387","23.676768731613098","21.90718246198137","61.0921879164974","74.50114374036119","89.55410988566538","0.0"
"7","25.859073588147716","21.678142405784847","19.337305233259627","112.39790990156924","27.469608497748233","23.787235440050747","61.81498043052921","100.80574265847639","124.31118336004027","0.0"
"8","28.772954693402777","19.480150162240694","21.962451244453874","111.36868198138033","37.15362172744983","24.05035522355557","61.12353619637042","83.61318705575547","85.82034585205952","0.0"
"9","37.98569039883381","17.531623087705263","32.07243722993124","86.22971296839324","50.61276112702042","19.985800848789108","62.02919867537126","90.49150008195524","83.04478904615056","0.0"
"10","63.96358165368851","20.70323490844498","59.96445536893663","98.47061980618818","50.456953501318296","23.38440541307406","93.03500264152544","91.8127336606081","86.19909948669124","0.0"
"11","97.63500462536373","27.291951397710992","70.71293965815107","98.37507610546257","33.64186952777492","23.413896807459285","101.1532277678499","87.08100644657627","89.25614019775696","0.0"
"12","24.18890255815205","39.42197230358781","18.405235862364925","91.04750190440022","40.552297808039945","21.663115773071496","77.83270407610976","82.39199163570504","86.3678104455503","0.0"
"13","32.765074984022796","28.770389937918793","25.154482523996606","88.92802112494427","37.377431387137726","20.866840647010072","74.64233076277792","79.21349736326604","85.94481792207095","0.0"
"14","41.16131015368587","16.750562061931603","33.4892500717456","89.6622363850214","36.018088978321515","20.653281410565505","75.69196549755146","80.05367012330882","84.6006344702702","0.0"
"15","42.78656027042612","24.204875994305638","33.44030080403309","90.76313366416339","36.82887721295033","21.175093221744174","76.05821952776952","80.77677319468977","85.3641378660954","0.0"
"16","43.347607078733546","24.698436011307557","34.21076206842534","91.71181095201798","37.82296314793739","21.74940982497527","77.0709447890965","81.07780185090965","86.9277723082055","0.0"
"17","43.36637032457539","25.070548830125652","34.44390944591439","91.59051116486859","37.75763677008789","21.560696500601388","77.39197467988302","81.00557897377963","86.97872449446052","0.0"
"18","41.573744630067154","25.53035659868521","34.093818826112575","89.71940703646693","37.07269058109422","19.173548024427358","76.78503244671909","79.95683445184744","85.15065434520949","0.0"
"19","38.78407406109614","24.626281255145162","32.217368894936534","86.1262392825096","35.74810248880975","15.78544198754221","75.42717725403188","78.80170562500534","81.16253388762509","0.0"
"20","39.54274694609879","24.337258652564962","32.928803661290665","88.29770708086153","36.26014571568838","18.401144086598187","74.86316107039809","80.20787226408578","80.04099664020836","0.0"
"21","38.89009264952826","23.38917219699342","33.656684426410116","89.05409392702809","36.45116958084819","20.358868383410865","74.28279451488262","80.37175081090692","75.48581897609216","0.0"
"22","36.89650115451391","21.07800672114592","31.57295209738973","81.47027277471042","33.324097272559484","19.497607136143046","73.53986718719513","76.69625647459645","105.46671374285852","0.0"
"23","35.005409903024","20.64706509145538","30.39860278956168","92.5807284896845","32.04248625278203","19.49145263466871","72.95050025370028","76.28791856288808","96.32049320660806","0.0"
"24","36.61188113785999","23.65468018505763","30.38443170919102","84.460931344582","34.1434322182182","19.05941794055273","73.60124094886122","77.35038763765274","79.65034210095027","0.0"
"25","37.4159417136994","24.57876101785079","31.847963427014122","87.86831555394203","37.12867475941604","20.53401693897793","76.33605132157766","77.99068473663539","85.30162139523273","0.0"
"26","38.76714457555088","24.906950959304915","32.91283661244879","89.13231695159317","37.370351209759875","21.455841569471986","75.047329514144","81.22726954360351","86.59025554303686","0.0"
"27","38.92147224235853","25.356115993627363","32.86733337108865","91.86192388402353","37.88667495720571","21.48912308585728","77.26805921229487","83.85167074602367","87.41445163422539","0.0"
